Year: 2014; Unit: USD; Purchasers Prices; EoraVersion: 199.82				Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Kenya	Afghanistan	Albania	Algeria	Andorra	Angola	Antigua	Argentina	Armenia	Aruba	Australia	Austria	Azerbaijan	Bahamas	Bahrain	Bangladesh	Barbados	Belarus	Belgium	Belize	Benin	Bermuda	Bhutan	Bolivia	Bosnia and Herzegovina	Botswana	Brazil	British Virgin Islands	Brunei	Bulgaria	Burkina Faso	Burundi	Cambodia	Cameroon	Canada	Cape Verde	Cayman Islands	Central African Republic	Chad	Chile	China	Colombia	Congo	Costa Rica	Croatia	Cuba	Cyprus	Czech Republic	Cote dIvoire	North Korea	DR Congo	Denmark	Djibouti	Dominican Republic	Ecuador	Egypt	El Salvador	Eritrea	Estonia	Ethiopia	Fiji	Finland	France	French Polynesia	Gabon	Gambia	Georgia	Germany	Ghana	Greece	Greenland	Guatemala	Guinea	Guyana	Haiti	Honduras	Hong Kong	Hungary	Iceland	India	Indonesia	Iran	Iraq	Ireland	Israel	Italy	Jamaica	Japan	Jordan	Kazakhstan	Kenya	Kuwait	Kyrgyzstan	Laos	Latvia	Lebanon	Lesotho	Liberia	Libya	Liechtenstein	Lithuania	Luxembourg	Macao SAR	Madagascar	Malawi	Malaysia	Maldives	Mali	Malta	Mauritania	Mauritius	Mexico	Monaco	Mongolia	Montenegro	Morocco	Mozambique	Myanmar	Namibia	Nepal	Netherlands	Netherlands Antilles	New Caledonia	New Zealand	Nicaragua	Niger	Nigeria	Norway	Gaza Strip	Oman	Pakistan	Panama	Papua New Guinea	Paraguay	Peru	Philippines	Poland	Portugal	Qatar	South Korea	Moldova	Romania	Russia	Rwanda	Samoa	San Marino	Sao Tome and Principe	Saudi Arabia	Senegal	Serbia	Seychelles	Sierra Leone	Singapore	Slovakia	Slovenia	Somalia	South Africa	South Sudan	Spain	Sri Lanka	Sudan	Suriname	Swaziland	Sweden	Switzerland	Syria	Taiwan	Tajikistan	Thailand	TFYR Macedonia	Togo	Trinidad and Tobago	Tunisia	Turkey	Turkmenistan	Former USSR	Uganda	Ukraine	UAE	UK	Tanzania	USA	Uruguay	Uzbekistan	Vanuatu	Venezuela	Viet Nam	Yemen	Zambia	Zimbabwe	Rest of World
				KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	KEN	AFG	ALB	DZA	AND	AGO	ATG	ARG	ARM	ABW	AUS	AUT	AZE	BHS	BHR	BGD	BRB	BLR	BEL	BLZ	BEN	BMU	BTN	BOL	BIH	BWA	BRA	VGB	BRN	BGR	BFA	BDI	KHM	CMR	CAN	CPV	CYM	CAF	TCD	CHL	CHN	COL	COG	CRI	HRV	CUB	CYP	CZE	CIV	PRK	COD	DNK	DJI	DOM	ECU	EGY	SLV	ERI	EST	ETH	FJI	FIN	FRA	PYF	GAB	GMB	GEO	DEU	GHA	GRC	GRL	GTM	GIN	GUY	HTI	HND	HKG	HUN	ISL	IND	IDN	IRN	IRQ	IRL	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	KWT	KGZ	LAO	LVA	LBN	LSO	LBR	LBY	LIE	LTU	LUX	MAC	MDG	MWI	MYS	MDV	MLI	MLT	MRT	MUS	MEX	MCO	MNG	MNE	MAR	MOZ	MMR	NAM	NPL	NLD	ANT	NCL	NZL	NIC	NER	NGA	NOR	PSE	OMN	PAK	PAN	PNG	PRY	PER	PHL	POL	PRT	QAT	KOR	MDA	ROU	RUS	RWA	WSM	SMR	STP	SAU	SEN	SRB	SYC	SLE	SGP	SVK	SVN	SOM	ZAF	SDS	ESP	LKA	SUD	SUR	SWZ	SWE	CHE	SYR	TWN	TJK	THA	MKD	TGO	TTO	TUN	TUR	TKM	USR	UGA	UKR	ARE	GBR	TZA	USA	URY	UZB	VUT	VEN	VNM	YEM	ZMB	ZWE	ROW
				Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Industries	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Commodities	Final Demand	Final Demand	Final Demand	Final Demand	Final Demand	Final Demand	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo	ExportsTo
				Maize	Wheat	Rice	Barley	Cotton	Other grains	Sugarcane	Coffee	Tea	Roots and Tubers	Oils and Pulses	Fruits	Vegetables	Cutflowers	Other Crops	Beef	Dairy	Poultry	Sheep and Goats	Other livestock	Fishing	Forestry	Quarrying and Mining	Meat and dairy processing	Grain Milling	Bakery and confectionary	Beverages and tobacco	Other food manufactures	Textiles & wearing apparels	Leather and Footwear	Wood and Paper	Printing and Publishing	Petroleum and Gas	Chemicals and chemical products	Metals and Machinery	Non-mettalic manufactures	Other Manufactures	Water	Electricity	Building and Construction	Trade	Hotels	Transport	Communication	"Financial services, real estate and insurance services"	Restaurants	Other Services	Public Administration	Health	Education	Reexport/Reimport	Maize	Wheat	Rice	Barley	Cotton	Other grains	Sugarcane	Coffee	Tea	Roots and Tubers	Oils and Pulses	Fruits	Vegetables	Cutflowers	Other Crops	Beef	Dairy	Poultry	Sheep and Goats	Other livestock	Fishing	Forestry	Quarrying and Mining	Meat and dairy processing	Grain Milling	Bakery and confectionary	Beverages and tobacco	Other food manufactures	Textiles & wearing apparels	Leather and Footwear	Wood and Paper	Printing and Publishing	Petroleum and Gas	Chemicals and chemical products	Metals and Machinery	Non-mettalic manufactures	Other Manufactures	Water	Electricity	Building and Construction	Trade	Hotels	Transport	Communication	"Financial services, real estate and insurance services"	Restaurants	Other Services	Public Administration	Health	Education	Reexport/Reimport	Household final consumption P.3h	Non-profit institutions serving households P.3n	Government final consumption P.3g	Gross fixed capital formation P.51	Changes in inventories P.52	Acquisitions less disposals of valuables P.53	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total
Kenya	KEN	Industries	Maize	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17E+09	5.35E+04	4.62E+03	1.75E+02	1.90E+02	3.17E+02	3.17E+02	1.92E+02	1.40E+02	2.20E+02	1.76E+02	1.61E+02	1.78E+02	2.81E+02	1.40E+02	3.11E+02	3.07E+02	1.88E+02	2.05E+02	2.05E+02	2.08E+02	1.74E+02	3.35E+02	6.16E+02	5.11E+02	7.62E+02	3.41E+02	5.85E+03	7.44E+02	3.44E+02	4.68E+02	3.89E+02	8.28E+02	1.71E+03	3.78E+03	1.78E+02	3.01E+02	1.08E+02	1.71E+02	6.16E+02	2.08E+02	3.68E+02	3.90E+02	1.89E+02	1.80E+02	1.91E+02	1.92E+02	2.94E+02	2.49E+02	2.57E+02	1.15E+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	KEN	Industries	Wheat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92E+02	9.91E+07	9.69E+02	2.00E+02	2.06E+02	1.47E+02	2.20E+02	1.47E+02	1.03E+02	2.19E+02	1.84E+02	1.75E+02	1.44E+02	1.73E+02	9.47E+01	3.53E+02	3.37E+02	2.10E+02	2.02E+02	1.62E+02	2.46E+02	1.62E+02	1.75E+02	6.31E+02	4.69E+02	6.84E+02	4.18E+02	2.14E+03	3.37E+02	2.85E+02	3.48E+02	2.60E+02	2.60E+02	4.78E+02	8.04E+02	1.60E+02	1.89E+02	1.13E+02	1.80E+02	6.68E+02	2.17E+02	4.02E+02	3.34E+02	2.06E+02	1.69E+02	1.90E+02	1.88E+02	2.46E+02	2.08E+02	2.67E+02	1.44E+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	KEN	Industries	Rice	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15E+02	4.00E+04	3.18E+08	1.20E+02	1.23E+02	1.37E+02	1.33E+02	8.89E+01	6.29E+01	1.30E+02	1.10E+02	1.04E+02	8.48E+01	1.12E+02	5.76E+01	2.10E+02	2.01E+02	1.25E+02	1.19E+02	9.63E+01	1.47E+02	9.83E+01	1.05E+02	3.81E+02	2.84E+02	4.15E+02	2.55E+02	2.76E+03	2.02E+02	1.73E+02	2.07E+02	1.58E+02	1.61E+02	3.34E+02	7.99E+02	9.80E+01	1.17E+02	6.87E+01	1.09E+02	4.21E+02	1.32E+02	2.43E+02	2.06E+02	1.27E+02	1.04E+02	1.14E+02	1.13E+02	1.52E+02	1.26E+02	1.63E+02	8.76E+03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	KEN	Industries	Barley	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01E+03	2.39E+06	7.17E+04	2.46E+07	9.03E+02	1.25E+03	2.01E+03	5.93E+02	4.13E+02	1.27E+03	6.92E+02	8.97E+02	1.39E+03	9.67E+02	8.30E+02	1.66E+03	1.69E+03	9.87E+02	1.10E+03	1.32E+03	1.07E+03	9.32E+02	2.31E+03	2.10E+03	2.57E+03	3.88E+03	1.37E+03	1.09E+05	5.66E+03	1.81E+03	2.21E+03	2.27E+03	5.71E+03	1.36E+04	3.35E+04	9.30E+02	1.46E+03	4.86E+02	7.71E+02	2.40E+03	8.01E+02	1.61E+03	1.07E+03	7.86E+02	7.95E+02	1.02E+03	8.55E+02	1.04E+03	1.06E+03	1.02E+03	5.44E+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	KEN	Industries	Cotton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77E+02	2.00E+06	5.21E+04	3.46E+02	1.76E+07	9.24E+02	1.43E+03	5.40E+02	3.76E+02	8.56E+02	5.09E+02	5.93E+02	8.58E+02	9.11E+02	6.00E+02	1.10E+03	1.12E+03	6.43E+02	7.54E+02	9.23E+02	7.38E+02	6.41E+02	1.63E+03	1.67E+03	1.86E+03	2.85E+03	9.83E+02	9.28E+04	4.13E+03	1.31E+03	1.54E+03	1.62E+03	4.17E+03	9.88E+03	2.63E+04	6.27E+02	9.85E+02	3.50E+02	5.35E+02	1.84E+03	5.37E+02	1.10E+03	9.47E+02	5.30E+02	5.16E+02	6.51E+02	5.62E+02	8.52E+02	7.42E+02	6.71E+02	5.18E+05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	KEN	Industries	Other grains	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03E+03	3.27E+06	7.18E+04	5.46E+02	8.73E+02	2.95E+06	2.15E+03	4.57E+02	2.98E+02	1.17E+03	6.65E+02	8.59E+02	1.15E+03	6.48E+02	8.03E+02	1.53E+03	1.58E+03	8.88E+02	1.02E+03	1.21E+03	1.03E+03	8.68E+02	2.07E+03	2.23E+03	2.86E+03	4.23E+03	1.41E+03	1.44E+05	5.66E+03	1.86E+03	2.07E+03	2.35E+03	6.67E+03	1.52E+04	3.68E+04	8.48E+02	1.45E+03	4.88E+02	7.26E+02	3.34E+03	7.19E+02	1.64E+03	1.18E+03	7.45E+02	7.28E+02	9.69E+02	8.53E+02	1.01E+03	8.75E+02	8.86E+02	1.72E+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenya	KEN	Industries	Sugarcane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22E+02	2.91E+05	1.14E+04	2.02E+02	2.11E+02	3.47E+02	1.44E+08	2.33E+02	1.64E+02	2.43E+02	2.11E+02	1.97E+02	1.99E+02	3.70E+02	1.77E+02	3.71E+02	3.60E+02	2.20E+02	2.43E+02	2.57E+02	2.46E+02	1.98E+02	4.73E+02	7.18E+02	5.87E+02	9.05E+02	4.22E+02	1.82E+04	1.08E+03	4.23E+02	6.17E+02	4.78E+02	1.16E+03	2.72E+03	6.58E+03	2.29E+02	3.65E+02	1.36E+02	2.05E+02	7.40E+02	2.21E+02	4.24E+02	4.25E+02	2.16E+02	1.99E+02	2.20E+02	2.04E+02	3.49E+02	2.78E+02	2.91E+02	6.75E+04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
