carriers,locs,techs,timesteps,carrier_con
power,EP,HV_161:TV,2019-01-11 22:00:00,0.0
power,EP,HV_161:TV,2019-01-11 23:00:00,0.0
power,EP,HV_161:TV,2019-01-12 00:00:00,0.0
power,EP,HV_161:TV,2019-01-12 01:00:00,0.0
power,EP,HV_161:TV,2019-01-12 02:00:00,0.0
power,EP,HV_161:TV,2019-01-12 03:00:00,0.0
power,EP,HV_161:TV,2019-01-12 04:00:00,0.0
power,EP,HV_161:TV,2019-01-12 05:00:00,0.0
power,EP,HV_161:TV,2019-01-12 06:00:00,0.0
power,EP,HV_161:TV,2019-01-12 07:00:00,0.0
power,EP,HV_161:TV,2019-01-12 08:00:00,0.0
power,EP,HV_161:TV,2019-01-12 09:00:00,0.0
power,EP,HV_161:TV,2019-01-12 10:00:00,0.0
power,EP,HV_161:TV,2019-01-12 11:00:00,0.0
power,EP,HV_161:TV,2019-01-12 12:00:00,0.0
power,EP,HV_161:TV,2019-01-12 13:00:00,0.0
power,EP,HV_161:TV,2019-01-12 14:00:00,0.0
power,EP,HV_161:TV,2019-01-12 15:00:00,0.0
power,EP,HV_161:TV,2019-01-12 16:00:00,0.0
power,EP,HV_161:TV,2019-01-12 17:00:00,0.0
power,EP,HV_161:TV,2019-01-12 18:00:00,0.0
power,EP,HV_161:TV,2019-01-12 19:00:00,0.0
power,EP,HV_161:TV,2019-01-12 20:00:00,0.0
power,EP,HV_161:TV,2019-01-12 21:00:00,0.0
power,EP,HV_161:TV,2019-01-12 22:00:00,0.0
power,EP,HV_161:TV,2019-01-12 23:00:00,0.0
power,EP,HV_161:TV,2019-01-13 00:00:00,0.0
power,EP,HV_161:TV,2019-01-13 01:00:00,0.0
power,EP,HV_161:TV,2019-01-13 02:00:00,0.0
power,EP,HV_161:TV,2019-01-13 03:00:00,0.0
power,EP,HV_161:TV,2019-01-13 04:00:00,0.0
power,EP,HV_161:TV,2019-01-13 05:00:00,0.0
power,EP,HV_161:TV,2019-01-13 06:00:00,0.0
power,EP,HV_161:TV,2019-01-13 07:00:00,0.0
power,EP,HV_161:TV,2019-01-13 08:00:00,0.0
power,EP,HV_161:TV,2019-01-13 09:00:00,0.0
power,EP,HV_161:TV,2019-01-13 10:00:00,0.0
power,EP,HV_161:TV,2019-01-13 11:00:00,0.0
power,EP,HV_161:TV,2019-01-13 12:00:00,0.0
power,EP,HV_161:TV,2019-01-13 13:00:00,0.0
power,EP,HV_161:TV,2019-01-13 14:00:00,0.0
power,EP,HV_161:TV,2019-01-13 15:00:00,0.0
power,EP,HV_161:TV,2019-01-13 16:00:00,0.0
power,EP,HV_161:TV,2019-01-13 17:00:00,0.0
power,EP,HV_161:TV,2019-01-13 18:00:00,0.0
power,EP,HV_161:TV,2019-01-13 19:00:00,0.0
power,EP,HV_161:TV,2019-01-13 20:00:00,0.0
power,EP,HV_161:TV,2019-01-13 21:00:00,0.0
power,EP,HV_161:TV,2019-01-13 22:00:00,0.0
power,EP,HV_161:TV,2019-01-13 23:00:00,0.0
power,EP,HV_161:TV,2019-01-14 00:00:00,0.0
power,EP,HV_161:TV,2019-01-14 01:00:00,0.0
power,EP,HV_161:TV,2019-01-14 02:00:00,0.0
power,EP,HV_161:TV,2019-01-14 03:00:00,0.0
power,EP,HV_161:TV,2019-01-14 04:00:00,0.0
power,EP,HV_161:TV,2019-01-14 05:00:00,0.0
power,EP,HV_161:TV,2019-01-14 06:00:00,0.0
power,EP,HV_161:TV,2019-01-14 07:00:00,0.0
power,EP,HV_161:TV,2019-01-14 08:00:00,0.0
power,EP,HV_161:TV,2019-01-14 09:00:00,0.0
power,EP,HV_161:TV,2019-01-14 10:00:00,0.0
power,EP,HV_161:TV,2019-01-14 11:00:00,0.0
power,EP,HV_161:TV,2019-01-14 12:00:00,0.0
power,EP,HV_161:TV,2019-01-14 13:00:00,0.0
power,EP,HV_161:TV,2019-01-14 14:00:00,0.0
power,EP,HV_161:TV,2019-01-14 15:00:00,0.0
power,EP,HV_161:TV,2019-01-14 16:00:00,0.0
power,EP,HV_161:TV,2019-01-14 17:00:00,0.0
power,EP,HV_161:TV,2019-01-14 18:00:00,0.0
power,EP,HV_161:TV,2019-01-14 19:00:00,0.0
power,EP,HV_161:TV,2019-01-14 20:00:00,0.0
power,EP,HV_161:TV,2019-01-14 21:00:00,0.0
power,EP,HV_161:TV,2019-01-14 22:00:00,0.0
power,EP,HV_161:TV,2019-01-14 23:00:00,0.0
power,EP,HV_161:TV,2019-01-15 00:00:00,0.0
power,EP,HV_161:TV,2019-01-15 01:00:00,0.0
power,EP,HV_161:TV,2019-01-15 02:00:00,0.0
power,EP,HV_161:TV,2019-01-15 03:00:00,0.0
power,EP,HV_161:TV,2019-01-15 04:00:00,0.0
power,EP,HV_161:TV,2019-01-15 05:00:00,0.0
power,EP,HV_161:TV,2019-01-15 06:00:00,0.0
power,EP,HV_161:TV,2019-01-15 07:00:00,0.0
power,EP,HV_161:TV,2019-01-15 08:00:00,0.0
power,EP,HV_161:TV,2019-01-15 09:00:00,0.0
power,EP,HV_161:TV,2019-01-15 10:00:00,0.0
power,EP,HV_161:TV,2019-01-15 11:00:00,0.0
power,EP,HV_161:TV,2019-01-15 12:00:00,0.0
power,EP,HV_161:TV,2019-01-15 13:00:00,0.0
power,EP,HV_161:TV,2019-01-15 14:00:00,0.0
power,EP,HV_161:TV,2019-01-15 15:00:00,0.0
power,EP,HV_161:TV,2019-01-15 16:00:00,0.0
power,EP,HV_161:TV,2019-01-15 17:00:00,0.0
power,EP,HV_161:TV,2019-01-15 18:00:00,0.0
power,EP,HV_161:TV,2019-01-15 19:00:00,0.0
power,EP,HV_161:TV,2019-01-15 20:00:00,0.0
power,EP,HV_161:TV,2019-01-15 21:00:00,0.0
power,EP,HV_161:TV,2019-01-15 22:00:00,0.0
power,EP,HV_161:TV,2019-01-15 23:00:00,0.0
power,EP,demand_power,2019-01-01 00:00:00,-129909.4335
power,EP,demand_power,2019-01-01 01:00:00,-130050.4154
power,EP,demand_power,2019-01-01 02:00:00,-130288.0706
power,EP,demand_power,2019-01-01 03:00:00,-127504.6854
power,EP,demand_power,2019-01-01 04:00:00,-127575.8477
power,EP,demand_power,2019-01-01 05:00:00,-116800.8039
power,EP,demand_power,2019-01-01 06:00:00,-110946.6991
power,EP,demand_power,2019-01-01 07:00:00,-112121.5481
power,EP,demand_power,2019-01-01 08:00:00,-112490.7863
power,EP,demand_power,2019-01-01 09:00:00,-114686.0757
power,EP,demand_power,2019-01-01 10:00:00,-115236.5763
power,EP,demand_power,2019-01-01 11:00:00,-119895.6919
power,EP,demand_power,2019-01-01 12:00:00,-121527.0536
power,EP,demand_power,2019-01-01 13:00:00,-122621.3416
power,EP,demand_power,2019-01-01 14:00:00,-123208.0948
power,EP,demand_power,2019-01-01 15:00:00,-124548.7653
power,EP,demand_power,2019-01-01 16:00:00,-124872.3523
power,EP,demand_power,2019-01-01 17:00:00,-114981.4663
power,EP,demand_power,2019-01-01 18:00:00,-145788.6929
power,EP,demand_power,2019-01-01 19:00:00,-152517.5567
power,EP,demand_power,2019-01-01 20:00:00,-157251.8625
power,EP,demand_power,2019-01-01 21:00:00,-155900.4505
power,EP,demand_power,2019-01-01 22:00:00,-146758.7825
power,EP,demand_power,2019-01-01 23:00:00,-143631.6701
power,EP,demand_power,2019-01-02 00:00:00,-134724.9718
power,EP,demand_power,2019-01-02 01:00:00,-130849.9841
power,EP,demand_power,2019-01-02 02:00:00,-126265.3876
power,EP,demand_power,2019-01-02 03:00:00,-123496.1006
power,EP,demand_power,2019-01-02 04:00:00,-122710.6301
power,EP,demand_power,2019-01-02 05:00:00,-121533.0957
power,EP,demand_power,2019-01-02 06:00:00,-115824.0008
power,EP,demand_power,2019-01-02 07:00:00,-119063.8988
power,EP,demand_power,2019-01-02 08:00:00,-122669.0069
power,EP,demand_power,2019-01-02 09:00:00,-129714.0729
power,EP,demand_power,2019-01-02 10:00:00,-133973.0685
power,EP,demand_power,2019-01-02 11:00:00,-132565.2637
power,EP,demand_power,2019-01-02 12:00:00,-133842.1567
power,EP,demand_power,2019-01-02 13:00:00,-155303.6272
power,EP,demand_power,2019-01-02 14:00:00,-129373.031
power,EP,demand_power,2019-01-02 15:00:00,-133545.4234
power,EP,demand_power,2019-01-02 16:00:00,-129077.6404
power,EP,demand_power,2019-01-02 17:00:00,-132665.965
power,EP,demand_power,2019-01-02 18:00:00,-150729.1008
power,EP,demand_power,2019-01-02 19:00:00,-162391.6592
power,EP,demand_power,2019-01-02 20:00:00,-162057.3307
power,EP,demand_power,2019-01-02 21:00:00,-157331.0809
power,EP,demand_power,2019-01-02 22:00:00,-152293.9997
power,EP,demand_power,2019-01-02 23:00:00,-144868.9539
power,EP,demand_power,2019-01-03 00:00:00,-141143.6755
power,EP,demand_power,2019-01-03 01:00:00,-135168.0577
power,EP,demand_power,2019-01-03 02:00:00,-129356.2475
power,EP,demand_power,2019-01-03 03:00:00,-129181.0272
power,EP,demand_power,2019-01-03 04:00:00,-127627.5411
power,EP,demand_power,2019-01-03 05:00:00,-125847.1413
power,EP,demand_power,2019-01-03 06:00:00,-119182.055
power,EP,demand_power,2019-01-03 07:00:00,-131477.0178
power,EP,demand_power,2019-01-03 08:00:00,-134363.1183
power,EP,demand_power,2019-01-03 09:00:00,-131856.9975
power,EP,demand_power,2019-01-03 10:00:00,-139884.9087
power,EP,demand_power,2019-01-03 11:00:00,-145564.4645
power,EP,demand_power,2019-01-03 12:00:00,-146331.1374
power,EP,demand_power,2019-01-03 13:00:00,-146782.9508
power,EP,demand_power,2019-01-03 14:00:00,-148492.1883
power,EP,demand_power,2019-01-03 15:00:00,-149638.8409
power,EP,demand_power,2019-01-03 16:00:00,-150424.3114
power,EP,demand_power,2019-01-03 17:00:00,-149926.1754
power,EP,demand_power,2019-01-03 18:00:00,-159110.8094
power,EP,demand_power,2019-01-03 19:00:00,-165492.5892
power,EP,demand_power,2019-01-03 20:00:00,-165967.8996
power,EP,demand_power,2019-01-03 21:00:00,-160789.1651
power,EP,demand_power,2019-01-03 22:00:00,-152226.1941
power,EP,demand_power,2019-01-03 23:00:00,-150164.5019
power,EP,demand_power,2019-01-04 00:00:00,-143017.3919
power,EP,demand_power,2019-01-04 01:00:00,-136158.2876
power,EP,demand_power,2019-01-04 02:00:00,-134632.9979
power,EP,demand_power,2019-01-04 03:00:00,-134394.6714
power,EP,demand_power,2019-01-04 04:00:00,-133713.9303
power,EP,demand_power,2019-01-04 05:00:00,-132872.7384
power,EP,demand_power,2019-01-04 06:00:00,-123708.9161
power,EP,demand_power,2019-01-04 07:00:00,-128460.6769
power,EP,demand_power,2019-01-04 08:00:00,-130045.0447
power,EP,demand_power,2019-01-04 09:00:00,-131741.5267
power,EP,demand_power,2019-01-04 10:00:00,-137343.2068
power,EP,demand_power,2019-01-04 11:00:00,-137623.1565
power,EP,demand_power,2019-01-04 12:00:00,-134269.1304
power,EP,demand_power,2019-01-04 13:00:00,-138017.9058
power,EP,demand_power,2019-01-04 14:00:00,-141564.6071
power,EP,demand_power,2019-01-04 15:00:00,-141696.1902
power,EP,demand_power,2019-01-04 16:00:00,-141320.9099
power,EP,demand_power,2019-01-04 17:00:00,-144487.6315
power,EP,demand_power,2019-01-04 18:00:00,-156936.3317
power,EP,demand_power,2019-01-04 19:00:00,-167434.7825
power,EP,demand_power,2019-01-04 20:00:00,-166705.0334
power,EP,demand_power,2019-01-04 21:00:00,-165036.7478
power,EP,demand_power,2019-01-04 22:00:00,-158979.8976
power,EP,demand_power,2019-01-04 23:00:00,-150228.2795
power,EP,demand_power,2019-01-05 00:00:00,-146092.8109
power,EP,demand_power,2019-01-05 01:00:00,-141334.3367
power,EP,demand_power,2019-01-05 02:00:00,-134880.0519
power,EP,demand_power,2019-01-05 03:00:00,-133599.1308
power,EP,demand_power,2019-01-05 04:00:00,-130515.6556
power,EP,demand_power,2019-01-05 05:00:00,-132458.5202
power,EP,demand_power,2019-01-05 06:00:00,-118569.1195
power,EP,demand_power,2019-01-05 07:00:00,-115582.989
power,EP,demand_power,2019-01-05 08:00:00,-117033.0883
power,EP,demand_power,2019-01-05 09:00:00,-118202.5666
power,EP,demand_power,2019-01-05 10:00:00,-120174.9703
power,EP,demand_power,2019-01-05 11:00:00,-120228.0063
power,EP,demand_power,2019-01-05 12:00:00,-121484.7591
power,EP,demand_power,2019-01-05 13:00:00,-122826.101
power,EP,demand_power,2019-01-05 14:00:00,-125695.418
power,EP,demand_power,2019-01-05 15:00:00,-122246.0612
power,EP,demand_power,2019-01-05 16:00:00,-124753.5247
power,EP,demand_power,2019-01-05 17:00:00,-130149.7741
power,EP,demand_power,2019-01-05 18:00:00,-150387.3876
power,EP,demand_power,2019-01-05 19:00:00,-162995.8672
power,EP,demand_power,2019-01-05 20:00:00,-164013.6221
power,EP,demand_power,2019-01-05 21:00:00,-161567.9222
power,EP,demand_power,2019-01-05 22:00:00,-151187.6276
power,EP,demand_power,2019-01-05 23:00:00,-142320.5386
power,EP,demand_power,2019-01-06 00:00:00,-138407.9557
power,EP,demand_power,2019-01-06 01:00:00,-132854.6122
power,EP,demand_power,2019-01-06 02:00:00,-129105.8368
power,EP,demand_power,2019-01-06 03:00:00,-127473.8037
power,EP,demand_power,2019-01-06 04:00:00,-126643.3533
power,EP,demand_power,2019-01-06 05:00:00,-126203.6241
power,EP,demand_power,2019-01-06 06:00:00,-119120.2915
power,EP,demand_power,2019-01-06 07:00:00,-117831.3143
power,EP,demand_power,2019-01-06 08:00:00,-111124.6048
power,EP,demand_power,2019-01-06 09:00:00,-111527.4102
power,EP,demand_power,2019-01-06 10:00:00,-111393.1417
power,EP,demand_power,2019-01-06 11:00:00,-114273.2001
power,EP,demand_power,2019-01-06 12:00:00,-120602.6153
power,EP,demand_power,2019-01-06 13:00:00,-119919.8602
power,EP,demand_power,2019-01-06 14:00:00,-125796.7906
power,EP,demand_power,2019-01-06 15:00:00,-127629.5551
power,EP,demand_power,2019-01-06 16:00:00,-129516.027
power,EP,demand_power,2019-01-06 17:00:00,-131090.996
power,EP,demand_power,2019-01-06 18:00:00,-146398.2717
power,EP,demand_power,2019-01-06 19:00:00,-157800.3492
power,EP,demand_power,2019-01-06 20:00:00,-161304.756
power,EP,demand_power,2019-01-06 21:00:00,-155860.17
power,EP,demand_power,2019-01-06 22:00:00,-145456.3784
power,EP,demand_power,2019-01-06 23:00:00,-139333.7367
power,EP,demand_power,2019-01-07 00:00:00,-125849.8267
power,EP,demand_power,2019-01-07 01:00:00,-132163.801
power,EP,demand_power,2019-01-07 02:00:00,-127799.4047
power,EP,demand_power,2019-01-07 03:00:00,-125693.4039
power,EP,demand_power,2019-01-07 04:00:00,-125144.9173
power,EP,demand_power,2019-01-07 05:00:00,-127744.3546
power,EP,demand_power,2019-01-07 06:00:00,-119437.8364
power,EP,demand_power,2019-01-07 07:00:00,-115006.9773
power,EP,demand_power,2019-01-07 08:00:00,-118015.9334
power,EP,demand_power,2019-01-07 09:00:00,-116688.0184
power,EP,demand_power,2019-01-07 10:00:00,-120105.1507
power,EP,demand_power,2019-01-07 11:00:00,-123546.4513
power,EP,demand_power,2019-01-07 12:00:00,-119438.5078
power,EP,demand_power,2019-01-07 13:00:00,-123504.828
power,EP,demand_power,2019-01-07 14:00:00,-122491.1012
power,EP,demand_power,2019-01-07 15:00:00,-121055.7714
power,EP,demand_power,2019-01-07 16:00:00,-127544.2946
power,EP,demand_power,2019-01-07 17:00:00,-134487.988
power,EP,demand_power,2019-01-07 18:00:00,-154067.0147
power,EP,demand_power,2019-01-07 19:00:00,-159899.6366
power,EP,demand_power,2019-01-07 20:00:00,-159643.1838
power,EP,demand_power,2019-01-07 21:00:00,-146139.8049
power,EP,demand_power,2019-01-07 22:00:00,-139072.5845
power,EP,demand_power,2019-01-07 23:00:00,-136489.2594
power,EP,demand_power,2019-01-08 00:00:00,-130248.4614
power,EP,demand_power,2019-01-08 01:00:00,-128301.5687
power,EP,demand_power,2019-01-08 02:00:00,-125242.9332
power,EP,demand_power,2019-01-08 03:00:00,-125197.282
power,EP,demand_power,2019-01-08 04:00:00,-125970.6683
power,EP,demand_power,2019-01-08 05:00:00,-129352.8908
power,EP,demand_power,2019-01-08 06:00:00,-121959.3981
power,EP,demand_power,2019-01-08 07:00:00,-121990.9512
power,EP,demand_power,2019-01-08 08:00:00,-123621.6416
power,EP,demand_power,2019-01-08 09:00:00,-124977.0817
power,EP,demand_power,2019-01-08 10:00:00,-128616.4283
power,EP,demand_power,2019-01-08 11:00:00,-132665.2937
power,EP,demand_power,2019-01-08 12:00:00,-125424.867
power,EP,demand_power,2019-01-08 13:00:00,-126137.8325
power,EP,demand_power,2019-01-08 14:00:00,-129892.65
power,EP,demand_power,2019-01-08 15:00:00,-129785.9066
power,EP,demand_power,2019-01-08 16:00:00,-129773.8224
power,EP,demand_power,2019-01-08 17:00:00,-138168.2865
power,EP,demand_power,2019-01-08 18:00:00,-149558.9512
power,EP,demand_power,2019-01-08 19:00:00,-162953.5727
power,EP,demand_power,2019-01-08 20:00:00,-163662.5101
power,EP,demand_power,2019-01-08 21:00:00,-121521.0116
power,EP,demand_power,2019-01-08 22:00:00,-134095.9241
power,EP,demand_power,2019-01-08 23:00:00,-130708.3309
power,EP,demand_power,2019-01-09 00:00:00,-125359.7468
power,EP,demand_power,2019-01-09 01:00:00,-121432.3944
power,EP,demand_power,2019-01-09 02:00:00,-118532.1957
power,EP,demand_power,2019-01-09 03:00:00,-117619.1701
power,EP,demand_power,2019-01-09 04:00:00,-120009.1487
power,EP,demand_power,2019-01-09 05:00:00,-123432.9944
power,EP,demand_power,2019-01-09 06:00:00,-111496.5284
power,EP,demand_power,2019-01-09 07:00:00,-111885.9069
power,EP,demand_power,2019-01-09 08:00:00,-114067.7694
power,EP,demand_power,2019-01-09 09:00:00,-116618.8701
power,EP,demand_power,2019-01-09 10:00:00,-121378.687
power,EP,demand_power,2019-01-09 11:00:00,-121183.9977
power,EP,demand_power,2019-01-09 12:00:00,-127575.1764
power,EP,demand_power,2019-01-09 13:00:00,-129924.8744
power,EP,demand_power,2019-01-09 14:00:00,-134127.4772
power,EP,demand_power,2019-01-09 15:00:00,-133717.9584
power,EP,demand_power,2019-01-09 16:00:00,-130468.6617
power,EP,demand_power,2019-01-09 17:00:00,-135705.1316
power,EP,demand_power,2019-01-09 18:00:00,-152855.9132
power,EP,demand_power,2019-01-09 19:00:00,-163819.6042
power,EP,demand_power,2019-01-09 20:00:00,-159960.7287
power,EP,demand_power,2019-01-09 21:00:00,-155180.7716
power,EP,demand_power,2019-01-09 22:00:00,-145996.809
power,EP,demand_power,2019-01-09 23:00:00,-140599.2169
power,EP,demand_power,2019-01-10 00:00:00,-140258.175
power,EP,demand_power,2019-01-10 01:00:00,-137088.0967
power,EP,demand_power,2019-01-10 02:00:00,-137496.9442
power,EP,demand_power,2019-01-10 03:00:00,-132655.8949
power,EP,demand_power,2019-01-10 04:00:00,-136292.5561
power,EP,demand_power,2019-01-10 05:00:00,-135064.671
power,EP,demand_power,2019-01-10 06:00:00,-128092.7813
power,EP,demand_power,2019-01-10 07:00:00,-127694.004
power,EP,demand_power,2019-01-10 08:00:00,-131495.144
power,EP,demand_power,2019-01-10 09:00:00,-130682.8199
power,EP,demand_power,2019-01-10 10:00:00,-132607.5582
power,EP,demand_power,2019-01-10 11:00:00,-135166.7151
power,EP,demand_power,2019-01-10 12:00:00,-135912.5763
power,EP,demand_power,2019-01-10 13:00:00,-139442.4941
power,EP,demand_power,2019-01-10 14:00:00,-140508.5857
power,EP,demand_power,2019-01-10 15:00:00,-143001.2796
power,EP,demand_power,2019-01-10 16:00:00,-140547.5236
power,EP,demand_power,2019-01-10 17:00:00,-137959.499
power,EP,demand_power,2019-01-10 18:00:00,-163179.1437
power,EP,demand_power,2019-01-10 19:00:00,-166850.0433
power,EP,demand_power,2019-01-10 20:00:00,-169636.7852
power,EP,demand_power,2019-01-10 21:00:00,-162391.6592
power,EP,demand_power,2019-01-10 22:00:00,-153973.0268
power,EP,demand_power,2019-01-10 23:00:00,-147059.5438
power,EP,demand_power,2019-01-11 00:00:00,-141541.1102
power,EP,demand_power,2019-01-11 01:00:00,-143635.6981
power,EP,demand_power,2019-01-11 02:00:00,-139735.1994
power,EP,demand_power,2019-01-11 03:00:00,-137022.9765
power,EP,demand_power,2019-01-11 04:00:00,-138197.8255
power,EP,demand_power,2019-01-11 05:00:00,-139224.9792
power,EP,demand_power,2019-01-11 06:00:00,-128204.2241
power,EP,demand_power,2019-01-11 07:00:00,-132347.7488
power,EP,demand_power,2019-01-11 08:00:00,-133250.0328
power,EP,demand_power,2019-01-11 09:00:00,-136520.8125
power,EP,demand_power,2019-01-11 10:00:00,-137687.6054
power,EP,demand_power,2019-01-11 11:00:00,-139597.5742
power,EP,demand_power,2019-01-11 12:00:00,-135539.31
power,EP,demand_power,2019-01-11 13:00:00,-142106.3804
power,EP,demand_power,2019-01-11 14:00:00,-141413.5551
power,EP,demand_power,2019-01-11 15:00:00,-140050.7303
power,EP,demand_power,2019-01-11 16:00:00,-140384.3874
power,EP,demand_power,2019-01-11 17:00:00,-141910.3484
power,EP,demand_power,2019-01-11 18:00:00,-162229.1943
power,EP,demand_power,2019-01-11 19:00:00,-169011.0942
power,EP,demand_power,2019-01-11 20:00:00,-177755.3276
power,EP,demand_power,2019-01-11 21:00:00,-166921.877
power,EP,demand_power,2019-01-11 22:00:00,-163500.7166
power,EP,demand_power,2019-01-11 23:00:00,-152216.124
power,EP,demand_power,2019-01-12 00:00:00,-139758.6964
power,EP,demand_power,2019-01-12 01:00:00,-139872.1532
power,EP,demand_power,2019-01-12 02:00:00,-138406.613
power,EP,demand_power,2019-01-12 03:00:00,-138003.8076
power,EP,demand_power,2019-01-12 04:00:00,-139335.7507
power,EP,demand_power,2019-01-12 05:00:00,-135205.6529
power,EP,demand_power,2019-01-12 06:00:00,-123202.724
power,EP,demand_power,2019-01-12 07:00:00,-123149.0166
power,EP,demand_power,2019-01-12 08:00:00,-129124.6344
power,EP,demand_power,2019-01-12 09:00:00,-127020.6476
power,EP,demand_power,2019-01-12 10:00:00,-127536.2385
power,EP,demand_power,2019-01-12 11:00:00,-128506.9995
power,EP,demand_power,2019-01-12 12:00:00,-132506.1855
power,EP,demand_power,2019-01-12 13:00:00,-134590.032
power,EP,demand_power,2019-01-12 14:00:00,-134902.8775
power,EP,demand_power,2019-01-12 15:00:00,-134263.0883
power,EP,demand_power,2019-01-12 16:00:00,-134106.6656
power,EP,demand_power,2019-01-12 17:00:00,-137932.6453
power,EP,demand_power,2019-01-12 18:00:00,-154718.2167
power,EP,demand_power,2019-01-12 19:00:00,-170153.7188
power,EP,demand_power,2019-01-12 20:00:00,-169198.3987
power,EP,demand_power,2019-01-12 21:00:00,-168970.8137
power,EP,demand_power,2019-01-12 22:00:00,-162136.5491
power,EP,demand_power,2019-01-12 23:00:00,-150984.2109
power,EP,demand_power,2019-01-13 00:00:00,-148900.3644
power,EP,demand_power,2019-01-13 01:00:00,-146201.5684
power,EP,demand_power,2019-01-13 02:00:00,-140293.7562
power,EP,demand_power,2019-01-13 03:00:00,-139110.1797
power,EP,demand_power,2019-01-13 04:00:00,-138915.4904
power,EP,demand_power,2019-01-13 05:00:00,-136430.1813
power,EP,demand_power,2019-01-13 06:00:00,-128993.7227
power,EP,demand_power,2019-01-13 07:00:00,-124791.1199
power,EP,demand_power,2019-01-13 08:00:00,-110424.3948
power,EP,demand_power,2019-01-13 09:00:00,-110592.2303
power,EP,demand_power,2019-01-13 10:00:00,-112760.666
power,EP,demand_power,2019-01-13 11:00:00,-114345.0338
power,EP,demand_power,2019-01-13 12:00:00,-124656.8514
power,EP,demand_power,2019-01-13 13:00:00,-129636.1972
power,EP,demand_power,2019-01-13 14:00:00,-130025.5758
power,EP,demand_power,2019-01-13 15:00:00,-130489.4733
power,EP,demand_power,2019-01-13 16:00:00,-129582.4898
power,EP,demand_power,2019-01-13 17:00:00,-91516.03901
power,EP,demand_power,2019-01-13 18:00:00,-116583.289
power,EP,demand_power,2019-01-13 19:00:00,-131182.9699
power,EP,demand_power,2019-01-13 20:00:00,-158358.2346
power,EP,demand_power,2019-01-13 21:00:00,-154973.3268
power,EP,demand_power,2019-01-13 22:00:00,-152912.9773
power,EP,demand_power,2019-01-13 23:00:00,-146813.8325
power,EP,demand_power,2019-01-14 00:00:00,-143983.4534
power,EP,demand_power,2019-01-14 01:00:00,-139069.8992
power,EP,demand_power,2019-01-14 02:00:00,-136034.0893
power,EP,demand_power,2019-01-14 03:00:00,-135500.3722
power,EP,demand_power,2019-01-14 04:00:00,-132395.4141
power,EP,demand_power,2019-01-14 05:00:00,-135556.0936
power,EP,demand_power,2019-01-14 06:00:00,-128935.9872
power,EP,demand_power,2019-01-14 07:00:00,-127585.2465
power,EP,demand_power,2019-01-14 08:00:00,-130261.2169
power,EP,demand_power,2019-01-14 09:00:00,-136097.8668
power,EP,demand_power,2019-01-14 10:00:00,-135036.4747
power,EP,demand_power,2019-01-14 11:00:00,-139414.2978
power,EP,demand_power,2019-01-14 12:00:00,-140965.7698
power,EP,demand_power,2019-01-14 13:00:00,-143420.1972
power,EP,demand_power,2019-01-14 14:00:00,-144100.267
power,EP,demand_power,2019-01-14 15:00:00,-145410.0558
power,EP,demand_power,2019-01-14 16:00:00,-144681.6494
power,EP,demand_power,2019-01-14 17:00:00,-142915.3478
power,EP,demand_power,2019-01-14 18:00:00,-157296.1711
power,EP,demand_power,2019-01-14 19:00:00,-172126.3238
power,EP,demand_power,2019-01-14 20:00:00,-169722.0457
power,EP,demand_power,2019-01-14 21:00:00,-167432.7685
power,EP,demand_power,2019-01-14 22:00:00,-159242.3925
power,EP,demand_power,2019-01-14 23:00:00,-153871.6541
power,EP,demand_power,2019-01-15 00:00:00,-149918.1193
power,EP,demand_power,2019-01-15 01:00:00,-145692.0196
power,EP,demand_power,2019-01-15 02:00:00,-143702.8323
power,EP,demand_power,2019-01-15 03:00:00,-140782.4934
power,EP,demand_power,2019-01-15 04:00:00,-144909.2344
power,EP,demand_power,2019-01-15 05:00:00,-152481.3042
power,EP,demand_power,2019-01-15 06:00:00,-138303.8976
power,EP,demand_power,2019-01-15 07:00:00,-130621.0564
power,EP,demand_power,2019-01-15 08:00:00,-130633.1405
power,EP,demand_power,2019-01-15 09:00:00,-134318.1384
power,EP,demand_power,2019-01-15 10:00:00,-134169.1004
power,EP,demand_power,2019-01-15 11:00:00,-135591.6747
power,EP,demand_power,2019-01-15 12:00:00,-136119.3498
power,EP,demand_power,2019-01-15 13:00:00,-141684.1061
power,EP,demand_power,2019-01-15 14:00:00,-141809.6471
power,EP,demand_power,2019-01-15 15:00:00,-141024.1766
power,EP,demand_power,2019-01-15 16:00:00,-142303.0837
power,EP,demand_power,2019-01-15 17:00:00,-142480.318
power,EP,demand_power,2019-01-15 18:00:00,-159546.5105
power,EP,demand_power,2019-01-15 19:00:00,-170833.7885
power,EP,demand_power,2019-01-15 20:00:00,-168676.7657
power,EP,demand_power,2019-01-15 21:00:00,-168389.4312
power,EP,demand_power,2019-01-15 22:00:00,-164321.7683
power,EP,demand_power,2019-01-15 23:00:00,-161367.1908
power,NP,HV_161:BA,2019-01-01 00:00:00,0.0
power,NP,HV_161:BA,2019-01-01 01:00:00,0.0
power,NP,HV_161:BA,2019-01-01 02:00:00,0.0
power,NP,HV_161:BA,2019-01-01 03:00:00,0.0
power,NP,HV_161:BA,2019-01-01 04:00:00,0.0
power,NP,HV_161:BA,2019-01-01 05:00:00,0.0
power,NP,HV_161:BA,2019-01-01 06:00:00,0.0
power,NP,HV_161:BA,2019-01-01 07:00:00,0.0
power,NP,HV_161:BA,2019-01-01 08:00:00,0.0
