carriers,locs,techs,timesteps,carrier_prod
power,CP,HV_161:AH,2019-01-08 08:00:00,91408.6422
power,CP,HV_161:AH,2019-01-08 09:00:00,87164.0381
power,CP,HV_161:AH,2019-01-08 10:00:00,86558.868
power,CP,HV_161:AH,2019-01-08 11:00:00,88250.6922
power,CP,HV_161:AH,2019-01-08 12:00:00,81572.5221
power,CP,HV_161:AH,2019-01-08 13:00:00,84679.2237
power,CP,HV_161:AH,2019-01-08 14:00:00,91929.0749
power,CP,HV_161:AH,2019-01-08 15:00:00,96401.2354
power,CP,HV_161:AH,2019-01-08 16:00:00,101711.2913
power,CP,HV_161:AH,2019-01-08 17:00:00,112979.1225
power,CP,HV_161:AH,2019-01-08 18:00:00,123072.5367
power,CP,HV_161:AH,2019-01-08 19:00:00,134095.0134
power,CP,HV_161:AH,2019-01-08 20:00:00,134678.4003
power,CP,HV_161:AH,2019-01-08 21:00:00,100000.027
power,CP,HV_161:AH,2019-01-08 22:00:00,110347.9626
power,CP,HV_161:AH,2019-01-08 23:00:00,107560.3013
power,CP,HV_161:AH,2019-01-09 00:00:00,103158.9345
power,CP,HV_161:AH,2019-01-09 01:00:00,99927.10366
power,CP,HV_161:AH,2019-01-09 02:00:00,97540.52091
power,CP,HV_161:AH,2019-01-09 03:00:00,96789.1893
power,CP,HV_161:AH,2019-01-09 04:00:00,98755.91027
power,CP,HV_161:AH,2019-01-09 05:00:00,101573.4038
power,CP,HV_161:AH,2019-01-09 06:00:00,91070.84794
power,CP,HV_161:AH,2019-01-09 07:00:00,85991.26877
power,CP,HV_161:AH,2019-01-09 08:00:00,80946.73033
power,CP,HV_161:AH,2019-01-09 09:00:00,78046.03923
power,CP,HV_161:AH,2019-01-09 10:00:00,77842.90768
power,CP,HV_161:AH,2019-01-09 11:00:00,75282.69727
power,CP,HV_161:AH,2019-01-09 12:00:00,79782.0185
power,CP,HV_161:AH,2019-01-09 13:00:00,83595.5925
power,CP,HV_161:AH,2019-01-09 14:00:00,91053.9277
power,CP,HV_161:AH,2019-01-09 15:00:00,96316.9334
power,CP,HV_161:AH,2019-01-09 16:00:00,100723.0768
power,CP,HV_161:AH,2019-01-09 17:00:00,110712.1845
power,CP,HV_161:AH,2019-01-09 18:00:00,125785.6173
power,CP,HV_161:AH,2019-01-09 19:00:00,134807.6735
power,CP,HV_161:AH,2019-01-09 20:00:00,131632.1926
power,CP,HV_161:AH,2019-01-09 21:00:00,127698.7506
power,CP,HV_161:AH,2019-01-09 22:00:00,120141.2386
power,CP,HV_161:AH,2019-01-09 23:00:00,115699.5429
power,CP,HV_161:AH,2019-01-10 00:00:00,115418.8984
power,CP,HV_161:AH,2019-01-10 01:00:00,112810.2309
power,CP,HV_161:AH,2019-01-10 02:00:00,113146.6728
power,CP,HV_161:AH,2019-01-10 03:00:00,109162.9579
power,CP,HV_161:AH,2019-01-10 04:00:00,112155.578
power,CP,HV_161:AH,2019-01-10 05:00:00,111145.1475
power,CP,HV_161:AH,2019-01-10 06:00:00,104847.9572
power,CP,HV_161:AH,2019-01-10 07:00:00,99919.8021
power,CP,HV_161:AH,2019-01-10 08:00:00,96407.7724
power,CP,HV_161:AH,2019-01-10 09:00:00,89899.3082
power,CP,HV_161:AH,2019-01-10 10:00:00,87443.1815
power,CP,HV_161:AH,2019-01-10 11:00:00,87429.1198
power,CP,HV_161:AH,2019-01-10 12:00:00,87642.8915
power,CP,HV_161:AH,2019-01-10 13:00:00,92307.672
power,CP,HV_161:AH,2019-01-10 14:00:00,97304.9622
power,CP,HV_161:AH,2019-01-10 15:00:00,105596.208
power,CP,HV_161:AH,2019-01-10 16:00:00,110377.0043
power,CP,HV_161:AH,2019-01-10 17:00:00,112887.3106
power,CP,HV_161:AH,2019-01-10 18:00:00,134280.6365
power,CP,HV_161:AH,2019-01-10 19:00:00,137301.4315
power,CP,HV_161:AH,2019-01-10 20:00:00,139594.6502
power,CP,HV_161:AH,2019-01-10 21:00:00,133632.613
power,CP,HV_161:AH,2019-01-10 22:00:00,126704.8936
power,CP,HV_161:AH,2019-01-10 23:00:00,121015.7665
power,CP,HV_161:AH,2019-01-11 00:00:00,116474.6298
power,CP,HV_161:AH,2019-01-11 01:00:00,118198.2729
power,CP,HV_161:AH,2019-01-11 02:00:00,114988.5401
power,CP,HV_161:AH,2019-01-11 03:00:00,112756.6433
power,CP,HV_161:AH,2019-01-11 04:00:00,113723.4303
power,CP,HV_161:AH,2019-01-11 05:00:00,114568.6783
power,CP,HV_161:AH,2019-01-11 06:00:00,105139.6639
power,CP,HV_161:AH,2019-01-11 07:00:00,105589.3835
power,CP,HV_161:AH,2019-01-11 08:00:00,102931.8759
power,CP,HV_161:AH,2019-01-11 09:00:00,103663.4109
power,CP,HV_161:AH,2019-01-11 10:00:00,102463.5685
power,CP,HV_161:AH,2019-01-11 11:00:00,102235.2879
power,CP,HV_161:AH,2019-01-11 12:00:00,97575.7294
power,CP,HV_161:AH,2019-01-11 13:00:00,102339.7925
power,CP,HV_161:AH,2019-01-11 14:00:00,102169.6644
power,CP,HV_161:AH,2019-01-11 15:00:00,104928.1915
power,CP,HV_161:AH,2019-01-11 16:00:00,110682.759
power,CP,HV_161:AH,2019-01-11 17:00:00,116058.4772
power,CP,HV_161:AH,2019-01-11 18:00:00,133498.9201
power,CP,HV_161:AH,2019-01-11 19:00:00,139079.7671
power,CP,HV_161:AH,2019-01-11 20:00:00,146275.4246
power,CP,HV_161:AH,2019-01-11 21:00:00,137360.5436
power,CP,HV_161:AH,2019-01-11 22:00:00,134545.2599
power,CP,HV_161:AH,2019-01-11 23:00:00,125259.1327
power,CP,HV_161:AH,2019-01-12 00:00:00,115007.8759
power,CP,HV_161:AH,2019-01-12 01:00:00,115101.2399
power,CP,HV_161:AH,2019-01-12 02:00:00,113895.2421
power,CP,HV_161:AH,2019-01-12 03:00:00,113563.7723
power,CP,HV_161:AH,2019-01-12 04:00:00,114659.8325
power,CP,HV_161:AH,2019-01-12 05:00:00,111261.1619
power,CP,HV_161:AH,2019-01-12 06:00:00,101063.9135
power,CP,HV_161:AH,2019-01-12 07:00:00,98299.7176
power,CP,HV_161:AH,2019-01-12 08:00:00,99777.0724
power,CP,HV_161:AH,2019-01-12 09:00:00,95165.6951
power,CP,HV_161:AH,2019-01-12 10:00:00,93909.9764
power,CP,HV_161:AH,2019-01-12 11:00:00,93428.8187
power,CP,HV_161:AH,2019-01-12 12:00:00,96879.7616
power,CP,HV_161:AH,2019-01-12 13:00:00,99714.5655
power,CP,HV_161:AH,2019-01-12 14:00:00,102452.0071
power,CP,HV_161:AH,2019-01-12 15:00:00,105085.5225
power,CP,HV_161:AH,2019-01-12 16:00:00,107916.8017
power,CP,HV_161:AH,2019-01-12 17:00:00,113265.2126
power,CP,HV_161:AH,2019-01-12 18:00:00,127318.1128
power,CP,HV_161:AH,2019-01-12 19:00:00,140020.0365
power,CP,HV_161:AH,2019-01-12 20:00:00,139233.9006
power,CP,HV_161:AH,2019-01-12 21:00:00,139046.6201
power,CP,HV_161:AH,2019-01-12 22:00:00,133422.6821
power,CP,HV_161:AH,2019-01-12 23:00:00,124245.3875
power,CP,HV_161:AH,2019-01-13 00:00:00,122530.5836
power,CP,HV_161:AH,2019-01-13 01:00:00,120309.7357
power,CP,HV_161:AH,2019-01-13 02:00:00,115448.1783
power,CP,HV_161:AH,2019-01-13 03:00:00,114474.2094
power,CP,HV_161:AH,2019-01-13 04:00:00,114313.999
power,CP,HV_161:AH,2019-01-13 05:00:00,112268.8302
power,CP,HV_161:AH,2019-01-13 06:00:00,105989.3448
power,CP,HV_161:AH,2019-01-13 07:00:00,100531.0096
power,CP,HV_161:AH,2019-01-13 08:00:00,85748.58575
power,CP,HV_161:AH,2019-01-13 09:00:00,83046.69818
power,CP,HV_161:AH,2019-01-13 10:00:00,82671.11075
power,CP,HV_161:AH,2019-01-13 11:00:00,83134.89206
power,CP,HV_161:AH,2019-01-13 12:00:00,90820.5196
power,CP,HV_161:AH,2019-01-13 13:00:00,95958.0391
power,CP,HV_161:AH,2019-01-13 14:00:00,98478.46
power,CP,HV_161:AH,2019-01-13 15:00:00,101700.2027
power,CP,HV_161:AH,2019-01-13 16:00:00,104073.8431
power,CP,HV_161:AH,2019-01-13 17:00:00,75028.83965
power,CP,HV_161:AH,2019-01-13 18:00:00,95936.7594
power,CP,HV_161:AH,2019-01-13 19:00:00,107950.8833
power,CP,HV_161:AH,2019-01-13 20:00:00,130313.4951
power,CP,HV_161:AH,2019-01-13 21:00:00,127528.0437
power,CP,HV_161:AH,2019-01-13 22:00:00,125832.5755
power,CP,HV_161:AH,2019-01-13 23:00:00,120813.5699
power,CP,HV_161:AH,2019-01-14 00:00:00,118484.4419
power,CP,HV_161:AH,2019-01-14 01:00:00,114441.0625
power,CP,HV_161:AH,2019-01-14 02:00:00,111942.8849
power,CP,HV_161:AH,2019-01-14 03:00:00,111503.6873
power,CP,HV_161:AH,2019-01-14 04:00:00,108948.6074
power,CP,HV_161:AH,2019-01-14 05:00:00,111549.5407
power,CP,HV_161:AH,2019-01-14 06:00:00,105741.8341
power,CP,HV_161:AH,2019-01-14 07:00:00,101750.3053
power,CP,HV_161:AH,2019-01-14 08:00:00,100152.3698
power,CP,HV_161:AH,2019-01-14 09:00:00,101715.3676
power,CP,HV_161:AH,2019-01-14 10:00:00,98641.9446
power,CP,HV_161:AH,2019-01-14 11:00:00,101444.4692
power,CP,HV_161:AH,2019-01-14 12:00:00,102921.1804
power,CP,HV_161:AH,2019-01-14 13:00:00,106260.9366
power,CP,HV_161:AH,2019-01-14 14:00:00,108900.5681
power,CP,HV_161:AH,2019-01-14 15:00:00,113418.3975
power,CP,HV_161:AH,2019-01-14 16:00:00,115818.9896
power,CP,HV_161:AH,2019-01-14 17:00:00,117165.4944
power,CP,HV_161:AH,2019-01-14 18:00:00,129439.5197
power,CP,HV_161:AH,2019-01-14 19:00:00,141643.2995
power,CP,HV_161:AH,2019-01-14 20:00:00,139664.8113
power,CP,HV_161:AH,2019-01-14 21:00:00,137780.9578
power,CP,HV_161:AH,2019-01-14 22:00:00,131041.0714
power,CP,HV_161:AH,2019-01-14 23:00:00,126621.4737
power,CP,HV_161:AH,2019-01-15 00:00:00,123368.0973
power,CP,HV_161:AH,2019-01-15 01:00:00,119890.4264
power,CP,HV_161:AH,2019-01-15 02:00:00,118253.5179
power,CP,HV_161:AH,2019-01-15 03:00:00,115850.3617
power,CP,HV_161:AH,2019-01-15 04:00:00,119246.27
power,CP,HV_161:AH,2019-01-15 05:00:00,125477.3503
power,CP,HV_161:AH,2019-01-15 06:00:00,113490.7173
power,CP,HV_161:AH,2019-01-15 07:00:00,104048.4828
power,CP,HV_161:AH,2019-01-15 08:00:00,99898.4269
power,CP,HV_161:AH,2019-01-15 09:00:00,99010.8234
power,CP,HV_161:AH,2019-01-15 10:00:00,95808.1796
power,CP,HV_161:AH,2019-01-15 11:00:00,94698.8205
power,CP,HV_161:AH,2019-01-15 12:00:00,95333.046
power,CP,HV_161:AH,2019-01-15 13:00:00,101192.3016
power,CP,HV_161:AH,2019-01-15 14:00:00,105015.6097
power,CP,HV_161:AH,2019-01-15 15:00:00,108609.2436
power,CP,HV_161:AH,2019-01-15 16:00:00,113541.6603
power,CP,HV_161:AH,2019-01-15 17:00:00,116727.507
power,CP,HV_161:AH,2019-01-15 18:00:00,131291.3311
power,CP,HV_161:AH,2019-01-15 19:00:00,140579.6681
power,CP,HV_161:AH,2019-01-15 20:00:00,138804.6471
power,CP,HV_161:AH,2019-01-15 21:00:00,138568.1987
power,CP,HV_161:AH,2019-01-15 22:00:00,135220.9059
power,CP,HV_161:AH,2019-01-15 23:00:00,132789.5747
power,CP,HV_161:WP,2019-01-01 00:00:00,0.0
power,CP,HV_161:WP,2019-01-01 01:00:00,0.0
power,CP,HV_161:WP,2019-01-01 02:00:00,0.0
power,CP,HV_161:WP,2019-01-01 03:00:00,0.0
power,CP,HV_161:WP,2019-01-01 04:00:00,0.0
power,CP,HV_161:WP,2019-01-01 05:00:00,0.0
power,CP,HV_161:WP,2019-01-01 06:00:00,0.0
power,CP,HV_161:WP,2019-01-01 07:00:00,0.0
power,CP,HV_161:WP,2019-01-01 08:00:00,0.0
power,CP,HV_161:WP,2019-01-01 09:00:00,0.0
power,CP,HV_161:WP,2019-01-01 10:00:00,0.0
power,CP,HV_161:WP,2019-01-01 11:00:00,0.0
power,CP,HV_161:WP,2019-01-01 12:00:00,0.0
power,CP,HV_161:WP,2019-01-01 13:00:00,0.0
power,CP,HV_161:WP,2019-01-01 14:00:00,0.0
power,CP,HV_161:WP,2019-01-01 15:00:00,0.0
power,CP,HV_161:WP,2019-01-01 16:00:00,0.0
power,CP,HV_161:WP,2019-01-01 17:00:00,0.0
power,CP,HV_161:WP,2019-01-01 18:00:00,0.0
power,CP,HV_161:WP,2019-01-01 19:00:00,0.0
power,CP,HV_161:WP,2019-01-01 20:00:00,0.0
power,CP,HV_161:WP,2019-01-01 21:00:00,0.0
power,CP,HV_161:WP,2019-01-01 22:00:00,0.0
power,CP,HV_161:WP,2019-01-01 23:00:00,0.0
power,CP,HV_161:WP,2019-01-02 00:00:00,0.0
power,CP,HV_161:WP,2019-01-02 01:00:00,0.0
power,CP,HV_161:WP,2019-01-02 02:00:00,0.0
power,CP,HV_161:WP,2019-01-02 03:00:00,0.0
power,CP,HV_161:WP,2019-01-02 04:00:00,0.0
power,CP,HV_161:WP,2019-01-02 05:00:00,0.0
power,CP,HV_161:WP,2019-01-02 06:00:00,0.0
power,CP,HV_161:WP,2019-01-02 07:00:00,0.0
power,CP,HV_161:WP,2019-01-02 08:00:00,0.0
power,CP,HV_161:WP,2019-01-02 09:00:00,0.0
power,CP,HV_161:WP,2019-01-02 10:00:00,0.0
power,CP,HV_161:WP,2019-01-02 11:00:00,0.0
power,CP,HV_161:WP,2019-01-02 12:00:00,0.0
power,CP,HV_161:WP,2019-01-02 13:00:00,0.0
power,CP,HV_161:WP,2019-01-02 14:00:00,0.0
power,CP,HV_161:WP,2019-01-02 15:00:00,0.0
power,CP,HV_161:WP,2019-01-02 16:00:00,0.0
power,CP,HV_161:WP,2019-01-02 17:00:00,0.0
power,CP,HV_161:WP,2019-01-02 18:00:00,0.0
power,CP,HV_161:WP,2019-01-02 19:00:00,0.0
power,CP,HV_161:WP,2019-01-02 20:00:00,0.0
power,CP,HV_161:WP,2019-01-02 21:00:00,0.0
power,CP,HV_161:WP,2019-01-02 22:00:00,0.0
power,CP,HV_161:WP,2019-01-02 23:00:00,0.0
power,CP,HV_161:WP,2019-01-03 00:00:00,0.0
power,CP,HV_161:WP,2019-01-03 01:00:00,0.0
power,CP,HV_161:WP,2019-01-03 02:00:00,0.0
power,CP,HV_161:WP,2019-01-03 03:00:00,0.0
power,CP,HV_161:WP,2019-01-03 04:00:00,0.0
power,CP,HV_161:WP,2019-01-03 05:00:00,0.0
power,CP,HV_161:WP,2019-01-03 06:00:00,0.0
power,CP,HV_161:WP,2019-01-03 07:00:00,0.0
power,CP,HV_161:WP,2019-01-03 08:00:00,0.0
power,CP,HV_161:WP,2019-01-03 09:00:00,0.0
power,CP,HV_161:WP,2019-01-03 10:00:00,0.0
power,CP,HV_161:WP,2019-01-03 11:00:00,0.0
power,CP,HV_161:WP,2019-01-03 12:00:00,0.0
power,CP,HV_161:WP,2019-01-03 13:00:00,0.0
power,CP,HV_161:WP,2019-01-03 14:00:00,0.0
power,CP,HV_161:WP,2019-01-03 15:00:00,0.0
power,CP,HV_161:WP,2019-01-03 16:00:00,0.0
power,CP,HV_161:WP,2019-01-03 17:00:00,0.0
power,CP,HV_161:WP,2019-01-03 18:00:00,0.0
power,CP,HV_161:WP,2019-01-03 19:00:00,0.0
power,CP,HV_161:WP,2019-01-03 20:00:00,0.0
power,CP,HV_161:WP,2019-01-03 21:00:00,0.0
power,CP,HV_161:WP,2019-01-03 22:00:00,0.0
power,CP,HV_161:WP,2019-01-03 23:00:00,0.0
power,CP,HV_161:WP,2019-01-04 00:00:00,0.0
power,CP,HV_161:WP,2019-01-04 01:00:00,0.0
power,CP,HV_161:WP,2019-01-04 02:00:00,0.0
power,CP,HV_161:WP,2019-01-04 03:00:00,0.0
power,CP,HV_161:WP,2019-01-04 04:00:00,0.0
power,CP,HV_161:WP,2019-01-04 05:00:00,0.0
power,CP,HV_161:WP,2019-01-04 06:00:00,0.0
power,CP,HV_161:WP,2019-01-04 07:00:00,0.0
power,CP,HV_161:WP,2019-01-04 08:00:00,0.0
power,CP,HV_161:WP,2019-01-04 09:00:00,0.0
power,CP,HV_161:WP,2019-01-04 10:00:00,0.0
power,CP,HV_161:WP,2019-01-04 11:00:00,0.0
power,CP,HV_161:WP,2019-01-04 12:00:00,0.0
power,CP,HV_161:WP,2019-01-04 13:00:00,0.0
power,CP,HV_161:WP,2019-01-04 14:00:00,0.0
power,CP,HV_161:WP,2019-01-04 15:00:00,0.0
power,CP,HV_161:WP,2019-01-04 16:00:00,0.0
power,CP,HV_161:WP,2019-01-04 17:00:00,0.0
power,CP,HV_161:WP,2019-01-04 18:00:00,0.0
power,CP,HV_161:WP,2019-01-04 19:00:00,0.0
power,CP,HV_161:WP,2019-01-04 20:00:00,0.0
power,CP,HV_161:WP,2019-01-04 21:00:00,0.0
power,CP,HV_161:WP,2019-01-04 22:00:00,0.0
power,CP,HV_161:WP,2019-01-04 23:00:00,0.0
power,CP,HV_161:WP,2019-01-05 00:00:00,0.0
power,CP,HV_161:WP,2019-01-05 01:00:00,0.0
power,CP,HV_161:WP,2019-01-05 02:00:00,0.0
power,CP,HV_161:WP,2019-01-05 03:00:00,0.0
power,CP,HV_161:WP,2019-01-05 04:00:00,0.0
power,CP,HV_161:WP,2019-01-05 05:00:00,0.0
power,CP,HV_161:WP,2019-01-05 06:00:00,0.0
power,CP,HV_161:WP,2019-01-05 07:00:00,0.0
power,CP,HV_161:WP,2019-01-05 08:00:00,0.0
power,CP,HV_161:WP,2019-01-05 09:00:00,0.0
power,CP,HV_161:WP,2019-01-05 10:00:00,0.0
power,CP,HV_161:WP,2019-01-05 11:00:00,0.0
power,CP,HV_161:WP,2019-01-05 12:00:00,0.0
power,CP,HV_161:WP,2019-01-05 13:00:00,0.0
power,CP,HV_161:WP,2019-01-05 14:00:00,0.0
power,CP,HV_161:WP,2019-01-05 15:00:00,0.0
power,CP,HV_161:WP,2019-01-05 16:00:00,0.0
power,CP,HV_161:WP,2019-01-05 17:00:00,0.0
power,CP,HV_161:WP,2019-01-05 18:00:00,0.0
power,CP,HV_161:WP,2019-01-05 19:00:00,0.0
power,CP,HV_161:WP,2019-01-05 20:00:00,0.0
power,CP,HV_161:WP,2019-01-05 21:00:00,0.0
power,CP,HV_161:WP,2019-01-05 22:00:00,0.0
power,CP,HV_161:WP,2019-01-05 23:00:00,0.0
power,CP,HV_161:WP,2019-01-06 00:00:00,0.0
power,CP,HV_161:WP,2019-01-06 01:00:00,0.0
power,CP,HV_161:WP,2019-01-06 02:00:00,0.0
power,CP,HV_161:WP,2019-01-06 03:00:00,0.0
power,CP,HV_161:WP,2019-01-06 04:00:00,0.0
power,CP,HV_161:WP,2019-01-06 05:00:00,0.0
power,CP,HV_161:WP,2019-01-06 06:00:00,0.0
power,CP,HV_161:WP,2019-01-06 07:00:00,0.0
power,CP,HV_161:WP,2019-01-06 08:00:00,0.0
power,CP,HV_161:WP,2019-01-06 09:00:00,0.0
power,CP,HV_161:WP,2019-01-06 10:00:00,0.0
power,CP,HV_161:WP,2019-01-06 11:00:00,0.0
power,CP,HV_161:WP,2019-01-06 12:00:00,0.0
power,CP,HV_161:WP,2019-01-06 13:00:00,0.0
power,CP,HV_161:WP,2019-01-06 14:00:00,0.0
power,CP,HV_161:WP,2019-01-06 15:00:00,0.0
power,CP,HV_161:WP,2019-01-06 16:00:00,0.0
power,CP,HV_161:WP,2019-01-06 17:00:00,0.0
power,CP,HV_161:WP,2019-01-06 18:00:00,0.0
power,CP,HV_161:WP,2019-01-06 19:00:00,0.0
power,CP,HV_161:WP,2019-01-06 20:00:00,0.0
power,CP,HV_161:WP,2019-01-06 21:00:00,0.0
power,CP,HV_161:WP,2019-01-06 22:00:00,0.0
power,CP,HV_161:WP,2019-01-06 23:00:00,0.0
power,CP,HV_161:WP,2019-01-07 00:00:00,0.0
power,CP,HV_161:WP,2019-01-07 01:00:00,0.0
power,CP,HV_161:WP,2019-01-07 02:00:00,0.0
power,CP,HV_161:WP,2019-01-07 03:00:00,0.0
power,CP,HV_161:WP,2019-01-07 04:00:00,0.0
power,CP,HV_161:WP,2019-01-07 05:00:00,0.0
power,CP,HV_161:WP,2019-01-07 06:00:00,0.0
power,CP,HV_161:WP,2019-01-07 07:00:00,0.0
power,CP,HV_161:WP,2019-01-07 08:00:00,0.0
power,CP,HV_161:WP,2019-01-07 09:00:00,0.0
power,CP,HV_161:WP,2019-01-07 10:00:00,0.0
power,CP,HV_161:WP,2019-01-07 11:00:00,0.0
power,CP,HV_161:WP,2019-01-07 12:00:00,0.0
power,CP,HV_161:WP,2019-01-07 13:00:00,0.0
power,CP,HV_161:WP,2019-01-07 14:00:00,0.0
power,CP,HV_161:WP,2019-01-07 15:00:00,0.0
power,CP,HV_161:WP,2019-01-07 16:00:00,0.0
power,CP,HV_161:WP,2019-01-07 17:00:00,0.0
power,CP,HV_161:WP,2019-01-07 18:00:00,0.0
power,CP,HV_161:WP,2019-01-07 19:00:00,0.0
power,CP,HV_161:WP,2019-01-07 20:00:00,0.0
power,CP,HV_161:WP,2019-01-07 21:00:00,0.0
power,CP,HV_161:WP,2019-01-07 22:00:00,0.0
power,CP,HV_161:WP,2019-01-07 23:00:00,0.0
power,CP,HV_161:WP,2019-01-08 00:00:00,0.0
power,CP,HV_161:WP,2019-01-08 01:00:00,0.0
power,CP,HV_161:WP,2019-01-08 02:00:00,0.0
power,CP,HV_161:WP,2019-01-08 03:00:00,0.0
power,CP,HV_161:WP,2019-01-08 04:00:00,0.0
power,CP,HV_161:WP,2019-01-08 05:00:00,0.0
power,CP,HV_161:WP,2019-01-08 06:00:00,0.0
power,CP,HV_161:WP,2019-01-08 07:00:00,0.0
power,CP,HV_161:WP,2019-01-08 08:00:00,0.0
power,CP,HV_161:WP,2019-01-08 09:00:00,0.0
power,CP,HV_161:WP,2019-01-08 10:00:00,0.0
power,CP,HV_161:WP,2019-01-08 11:00:00,0.0
power,CP,HV_161:WP,2019-01-08 12:00:00,0.0
power,CP,HV_161:WP,2019-01-08 13:00:00,0.0
power,CP,HV_161:WP,2019-01-08 14:00:00,0.0
power,CP,HV_161:WP,2019-01-08 15:00:00,0.0
power,CP,HV_161:WP,2019-01-08 16:00:00,0.0
power,CP,HV_161:WP,2019-01-08 17:00:00,0.0
power,CP,HV_161:WP,2019-01-08 18:00:00,0.0
power,CP,HV_161:WP,2019-01-08 19:00:00,0.0
power,CP,HV_161:WP,2019-01-08 20:00:00,0.0
power,CP,HV_161:WP,2019-01-08 21:00:00,0.0
power,CP,HV_161:WP,2019-01-08 22:00:00,0.0
power,CP,HV_161:WP,2019-01-08 23:00:00,0.0
power,CP,HV_161:WP,2019-01-09 00:00:00,0.0
power,CP,HV_161:WP,2019-01-09 01:00:00,0.0
power,CP,HV_161:WP,2019-01-09 02:00:00,0.0
power,CP,HV_161:WP,2019-01-09 03:00:00,0.0
power,CP,HV_161:WP,2019-01-09 04:00:00,0.0
power,CP,HV_161:WP,2019-01-09 05:00:00,0.0
power,CP,HV_161:WP,2019-01-09 06:00:00,0.0
power,CP,HV_161:WP,2019-01-09 07:00:00,0.0
power,CP,HV_161:WP,2019-01-09 08:00:00,0.0
power,CP,HV_161:WP,2019-01-09 09:00:00,0.0
power,CP,HV_161:WP,2019-01-09 10:00:00,0.0
power,CP,HV_161:WP,2019-01-09 11:00:00,0.0
power,CP,HV_161:WP,2019-01-09 12:00:00,0.0
power,CP,HV_161:WP,2019-01-09 13:00:00,0.0
power,CP,HV_161:WP,2019-01-09 14:00:00,0.0
power,CP,HV_161:WP,2019-01-09 15:00:00,0.0
power,CP,HV_161:WP,2019-01-09 16:00:00,0.0
power,CP,HV_161:WP,2019-01-09 17:00:00,0.0
power,CP,HV_161:WP,2019-01-09 18:00:00,0.0
power,CP,HV_161:WP,2019-01-09 19:00:00,0.0
power,CP,HV_161:WP,2019-01-09 20:00:00,0.0
power,CP,HV_161:WP,2019-01-09 21:00:00,0.0
power,CP,HV_161:WP,2019-01-09 22:00:00,0.0
power,CP,HV_161:WP,2019-01-09 23:00:00,0.0
power,CP,HV_161:WP,2019-01-10 00:00:00,0.0
power,CP,HV_161:WP,2019-01-10 01:00:00,0.0
power,CP,HV_161:WP,2019-01-10 02:00:00,0.0
power,CP,HV_161:WP,2019-01-10 03:00:00,0.0
power,CP,HV_161:WP,2019-01-10 04:00:00,0.0
power,CP,HV_161:WP,2019-01-10 05:00:00,0.0
power,CP,HV_161:WP,2019-01-10 06:00:00,0.0
power,CP,HV_161:WP,2019-01-10 07:00:00,0.0
power,CP,HV_161:WP,2019-01-10 08:00:00,0.0
power,CP,HV_161:WP,2019-01-10 09:00:00,0.0
power,CP,HV_161:WP,2019-01-10 10:00:00,0.0
power,CP,HV_161:WP,2019-01-10 11:00:00,0.0
power,CP,HV_161:WP,2019-01-10 12:00:00,0.0
power,CP,HV_161:WP,2019-01-10 13:00:00,0.0
power,CP,HV_161:WP,2019-01-10 14:00:00,0.0
power,CP,HV_161:WP,2019-01-10 15:00:00,0.0
power,CP,HV_161:WP,2019-01-10 16:00:00,0.0
power,CP,HV_161:WP,2019-01-10 17:00:00,0.0
power,CP,HV_161:WP,2019-01-10 18:00:00,0.0
power,CP,HV_161:WP,2019-01-10 19:00:00,0.0
power,CP,HV_161:WP,2019-01-10 20:00:00,0.0
power,CP,HV_161:WP,2019-01-10 21:00:00,0.0
power,CP,HV_161:WP,2019-01-10 22:00:00,0.0
power,CP,HV_161:WP,2019-01-10 23:00:00,0.0
power,CP,HV_161:WP,2019-01-11 00:00:00,0.0
power,CP,HV_161:WP,2019-01-11 01:00:00,0.0
power,CP,HV_161:WP,2019-01-11 02:00:00,0.0
power,CP,HV_161:WP,2019-01-11 03:00:00,0.0
power,CP,HV_161:WP,2019-01-11 04:00:00,0.0
power,CP,HV_161:WP,2019-01-11 05:00:00,0.0
power,CP,HV_161:WP,2019-01-11 06:00:00,0.0
power,CP,HV_161:WP,2019-01-11 07:00:00,0.0
power,CP,HV_161:WP,2019-01-11 08:00:00,0.0
power,CP,HV_161:WP,2019-01-11 09:00:00,0.0
power,CP,HV_161:WP,2019-01-11 10:00:00,0.0
power,CP,HV_161:WP,2019-01-11 11:00:00,0.0
power,CP,HV_161:WP,2019-01-11 12:00:00,0.0
power,CP,HV_161:WP,2019-01-11 13:00:00,0.0
power,CP,HV_161:WP,2019-01-11 14:00:00,0.0
power,CP,HV_161:WP,2019-01-11 15:00:00,0.0
power,CP,HV_161:WP,2019-01-11 16:00:00,0.0
power,CP,HV_161:WP,2019-01-11 17:00:00,0.0
power,CP,HV_161:WP,2019-01-11 18:00:00,0.0
power,CP,HV_161:WP,2019-01-11 19:00:00,0.0
power,CP,HV_161:WP,2019-01-11 20:00:00,0.0
power,CP,HV_161:WP,2019-01-11 21:00:00,0.0
power,CP,HV_161:WP,2019-01-11 22:00:00,0.0
power,CP,HV_161:WP,2019-01-11 23:00:00,0.0
power,CP,HV_161:WP,2019-01-12 00:00:00,0.0
power,CP,HV_161:WP,2019-01-12 01:00:00,0.0
power,CP,HV_161:WP,2019-01-12 02:00:00,0.0
power,CP,HV_161:WP,2019-01-12 03:00:00,0.0
power,CP,HV_161:WP,2019-01-12 04:00:00,0.0
power,CP,HV_161:WP,2019-01-12 05:00:00,0.0
