locs,techs,timesteps,resource
BA,demand_power,2019-01-12 14:00:00,-76680.77166
BA,demand_power,2019-01-12 15:00:00,-76317.1061
BA,demand_power,2019-01-12 16:00:00,-76228.19312000001
BA,demand_power,2019-01-12 17:00:00,-78402.93604
BA,demand_power,2019-01-12 18:00:00,-87944.10071
BA,demand_power,2019-01-12 19:00:00,-96717.86618
BA,demand_power,2019-01-12 20:00:00,-96174.84825
BA,demand_power,2019-01-12 21:00:00,-96045.48558
BA,demand_power,2019-01-12 22:00:00,-92160.78949
BA,demand_power,2019-01-12 23:00:00,-85821.63709
BA,demand_power,2019-01-13 00:00:00,-84637.14822
BA,demand_power,2019-01-13 01:00:00,-83103.11303
BA,demand_power,2019-01-13 02:00:00,-79745.02604
BA,demand_power,2019-01-13 03:00:00,-79072.26384
BA,demand_power,2019-01-13 04:00:00,-78961.59961
BA,demand_power,2019-01-13 05:00:00,-77548.91346
BA,demand_power,2019-01-13 06:00:00,-73321.92146
BA,demand_power,2019-01-13 07:00:00,-70933.10049
BA,demand_power,2019-01-13 08:00:00,-62766.84349
BA,demand_power,2019-01-13 09:00:00,-62862.243689999996
BA,demand_power,2019-01-13 10:00:00,-64094.81425
BA,demand_power,2019-01-13 11:00:00,-64995.39212999999
BA,demand_power,2019-01-13 12:00:00,-70856.78033
BA,demand_power,2019-01-13 13:00:00,-73687.11342000001
BA,demand_power,2019-01-13 14:00:00,-73908.44189
BA,demand_power,2019-01-13 15:00:00,-74172.12802999999
BA,demand_power,2019-01-13 16:00:00,-73656.58536
BA,demand_power,2019-01-13 17:00:00,-52019.05711
BA,demand_power,2019-01-13 18:00:00,-66267.64918
BA,demand_power,2019-01-13 19:00:00,-74566.32165
BA,demand_power,2019-01-13 20:00:00,-90013.14022
BA,demand_power,2019-01-13 21:00:00,-88089.10901
BA,demand_power,2019-01-13 22:00:00,-86917.97617000001
BA,demand_power,2019-01-13 23:00:00,-83451.13295
BA,demand_power,2019-01-14 00:00:00,-81842.304
BA,demand_power,2019-01-14 01:00:00,-79049.36779
BA,demand_power,2019-01-14 02:00:00,-77323.769
BA,demand_power,2019-01-14 03:00:00,-77020.39636
BA,demand_power,2019-01-14 04:00:00,-75255.49269
BA,demand_power,2019-01-14 05:00:00,-77052.06923
BA,demand_power,2019-01-14 06:00:00,-73289.1038
BA,demand_power,2019-01-14 07:00:00,-72521.323
BA,demand_power,2019-01-14 08:00:00,-74042.38376
BA,demand_power,2019-01-14 09:00:00,-77360.02107
BA,demand_power,2019-01-14 10:00:00,-76756.71022000001
BA,demand_power,2019-01-14 11:00:00,-79245.129
BA,demand_power,2019-01-14 12:00:00,-80127.00843
BA,demand_power,2019-01-14 13:00:00,-81522.14094
BA,demand_power,2019-01-14 14:00:00,-81908.70254
BA,demand_power,2019-01-14 15:00:00,-82653.20569
BA,demand_power,2019-01-14 16:00:00,-82239.16883
BA,demand_power,2019-01-14 17:00:00,-81235.17714
BA,demand_power,2019-01-14 18:00:00,-89409.44776
BA,demand_power,2019-01-14 19:00:00,-97839.12379
BA,demand_power,2019-01-14 20:00:00,-96472.49687
BA,demand_power,2019-01-14 21:00:00,-95171.23816000001
BA,demand_power,2019-01-14 22:00:00,-90515.70846000001
BA,demand_power,2019-01-14 23:00:00,-87462.90211
BA,demand_power,2019-01-15 00:00:00,-85215.65503
BA,demand_power,2019-01-15 01:00:00,-82813.47803
BA,demand_power,2019-01-15 02:00:00,-81682.79487
BA,demand_power,2019-01-15 03:00:00,-80022.83142
BA,demand_power,2019-01-15 04:00:00,-82368.5315
BA,demand_power,2019-01-15 05:00:00,-86672.60686
BA,demand_power,2019-01-15 06:00:00,-78613.96127999999
BA,demand_power,2019-01-15 07:00:00,-74246.92179
BA,demand_power,2019-01-15 08:00:00,-74253.7906
BA,demand_power,2019-01-15 09:00:00,-76348.39737
BA,demand_power,2019-01-15 10:00:00,-76263.68199
BA,demand_power,2019-01-15 11:00:00,-77072.29407
BA,demand_power,2019-01-15 12:00:00,-77372.2323
BA,demand_power,2019-01-15 13:00:00,-80535.32127999999
BA,demand_power,2019-01-15 14:00:00,-80606.68062999999
BA,demand_power,2019-01-15 15:00:00,-80160.2077
BA,demand_power,2019-01-15 16:00:00,-80887.15722000001
BA,demand_power,2019-01-15 17:00:00,-80987.89983
BA,demand_power,2019-01-15 18:00:00,-90688.57362000001
BA,demand_power,2019-01-15 19:00:00,-97104.42778
BA,demand_power,2019-01-15 20:00:00,-95878.34443
BA,demand_power,2019-01-15 21:00:00,-95715.01929
BA,demand_power,2019-01-15 22:00:00,-93402.90007
BA,demand_power,2019-01-15 23:00:00,-91723.47498
CP,PV,2019-01-01 00:00:00,0.0
CP,PV,2019-01-01 01:00:00,0.0
CP,PV,2019-01-01 02:00:00,0.0
CP,PV,2019-01-01 03:00:00,0.0
CP,PV,2019-01-01 04:00:00,0.0
CP,PV,2019-01-01 05:00:00,0.0
CP,PV,2019-01-01 06:00:00,0.011000000000000001
CP,PV,2019-01-01 07:00:00,0.107
CP,PV,2019-01-01 08:00:00,0.23800000000000002
CP,PV,2019-01-01 09:00:00,0.345
CP,PV,2019-01-01 10:00:00,0.434
CP,PV,2019-01-01 11:00:00,0.47600000000000003
CP,PV,2019-01-01 12:00:00,0.508
CP,PV,2019-01-01 13:00:00,0.474
CP,PV,2019-01-01 14:00:00,0.406
CP,PV,2019-01-01 15:00:00,0.285
CP,PV,2019-01-01 16:00:00,0.139
CP,PV,2019-01-01 17:00:00,0.022000000000000002
CP,PV,2019-01-01 18:00:00,0.0
CP,PV,2019-01-01 19:00:00,0.0
CP,PV,2019-01-01 20:00:00,0.0
CP,PV,2019-01-01 21:00:00,0.0
CP,PV,2019-01-01 22:00:00,0.0
CP,PV,2019-01-01 23:00:00,0.0
CP,PV,2019-01-02 00:00:00,0.0
CP,PV,2019-01-02 01:00:00,0.0
CP,PV,2019-01-02 02:00:00,0.0
CP,PV,2019-01-02 03:00:00,0.0
CP,PV,2019-01-02 04:00:00,0.0
CP,PV,2019-01-02 05:00:00,0.0
CP,PV,2019-01-02 06:00:00,0.015
CP,PV,2019-01-02 07:00:00,0.126
CP,PV,2019-01-02 08:00:00,0.266
CP,PV,2019-01-02 09:00:00,0.377
CP,PV,2019-01-02 10:00:00,0.46
CP,PV,2019-01-02 11:00:00,0.519
CP,PV,2019-01-02 12:00:00,0.557
CP,PV,2019-01-02 13:00:00,0.525
CP,PV,2019-01-02 14:00:00,0.445
CP,PV,2019-01-02 15:00:00,0.301
CP,PV,2019-01-02 16:00:00,0.156
CP,PV,2019-01-02 17:00:00,0.022000000000000002
CP,PV,2019-01-02 18:00:00,0.0
CP,PV,2019-01-02 19:00:00,0.0
CP,PV,2019-01-02 20:00:00,0.0
CP,PV,2019-01-02 21:00:00,0.0
CP,PV,2019-01-02 22:00:00,0.0
CP,PV,2019-01-02 23:00:00,0.0
CP,PV,2019-01-03 00:00:00,0.0
CP,PV,2019-01-03 01:00:00,0.0
CP,PV,2019-01-03 02:00:00,0.0
CP,PV,2019-01-03 03:00:00,0.0
CP,PV,2019-01-03 04:00:00,0.0
CP,PV,2019-01-03 05:00:00,0.0
CP,PV,2019-01-03 06:00:00,0.015
CP,PV,2019-01-03 07:00:00,0.136
CP,PV,2019-01-03 08:00:00,0.308
CP,PV,2019-01-03 09:00:00,0.45799999999999996
CP,PV,2019-01-03 10:00:00,0.5529999999999999
CP,PV,2019-01-03 11:00:00,0.605
CP,PV,2019-01-03 12:00:00,0.591
CP,PV,2019-01-03 13:00:00,0.536
CP,PV,2019-01-03 14:00:00,0.41600000000000004
CP,PV,2019-01-03 15:00:00,0.292
CP,PV,2019-01-03 16:00:00,0.124
CP,PV,2019-01-03 17:00:00,0.016
CP,PV,2019-01-03 18:00:00,0.0
CP,PV,2019-01-03 19:00:00,0.0
CP,PV,2019-01-03 20:00:00,0.0
CP,PV,2019-01-03 21:00:00,0.0
CP,PV,2019-01-03 22:00:00,0.0
CP,PV,2019-01-03 23:00:00,0.0
CP,PV,2019-01-04 00:00:00,0.0
CP,PV,2019-01-04 01:00:00,0.0
CP,PV,2019-01-04 02:00:00,0.0
CP,PV,2019-01-04 03:00:00,0.0
CP,PV,2019-01-04 04:00:00,0.0
CP,PV,2019-01-04 05:00:00,0.0
CP,PV,2019-01-04 06:00:00,0.013000000000000001
CP,PV,2019-01-04 07:00:00,0.136
CP,PV,2019-01-04 08:00:00,0.305
CP,PV,2019-01-04 09:00:00,0.41200000000000003
CP,PV,2019-01-04 10:00:00,0.505
CP,PV,2019-01-04 11:00:00,0.5479999999999999
CP,PV,2019-01-04 12:00:00,0.5529999999999999
CP,PV,2019-01-04 13:00:00,0.479
CP,PV,2019-01-04 14:00:00,0.361
CP,PV,2019-01-04 15:00:00,0.225
CP,PV,2019-01-04 16:00:00,0.096
CP,PV,2019-01-04 17:00:00,0.012
CP,PV,2019-01-04 18:00:00,0.0
CP,PV,2019-01-04 19:00:00,0.0
CP,PV,2019-01-04 20:00:00,0.0
CP,PV,2019-01-04 21:00:00,0.0
CP,PV,2019-01-04 22:00:00,0.0
CP,PV,2019-01-04 23:00:00,0.0
CP,PV,2019-01-05 00:00:00,0.0
CP,PV,2019-01-05 01:00:00,0.0
CP,PV,2019-01-05 02:00:00,0.0
CP,PV,2019-01-05 03:00:00,0.0
CP,PV,2019-01-05 04:00:00,0.0
CP,PV,2019-01-05 05:00:00,0.0
CP,PV,2019-01-05 06:00:00,0.01
CP,PV,2019-01-05 07:00:00,0.106
CP,PV,2019-01-05 08:00:00,0.252
CP,PV,2019-01-05 09:00:00,0.39
CP,PV,2019-01-05 10:00:00,0.494
CP,PV,2019-01-05 11:00:00,0.551
CP,PV,2019-01-05 12:00:00,0.5479999999999999
CP,PV,2019-01-05 13:00:00,0.47200000000000003
CP,PV,2019-01-05 14:00:00,0.391
CP,PV,2019-01-05 15:00:00,0.27699999999999997
CP,PV,2019-01-05 16:00:00,0.134
CP,PV,2019-01-05 17:00:00,0.017
CP,PV,2019-01-05 18:00:00,0.0
CP,PV,2019-01-05 19:00:00,0.0
CP,PV,2019-01-05 20:00:00,0.0
CP,PV,2019-01-05 21:00:00,0.0
CP,PV,2019-01-05 22:00:00,0.0
CP,PV,2019-01-05 23:00:00,0.0
CP,PV,2019-01-06 00:00:00,0.0
CP,PV,2019-01-06 01:00:00,0.0
CP,PV,2019-01-06 02:00:00,0.0
CP,PV,2019-01-06 03:00:00,0.0
CP,PV,2019-01-06 04:00:00,0.0
CP,PV,2019-01-06 05:00:00,0.0
CP,PV,2019-01-06 06:00:00,0.012
CP,PV,2019-01-06 07:00:00,0.113
CP,PV,2019-01-06 08:00:00,0.248
CP,PV,2019-01-06 09:00:00,0.376
CP,PV,2019-01-06 10:00:00,0.457
CP,PV,2019-01-06 11:00:00,0.479
CP,PV,2019-01-06 12:00:00,0.43799999999999994
CP,PV,2019-01-06 13:00:00,0.369
CP,PV,2019-01-06 14:00:00,0.26
CP,PV,2019-01-06 15:00:00,0.149
CP,PV,2019-01-06 16:00:00,0.057999999999999996
CP,PV,2019-01-06 17:00:00,0.006
CP,PV,2019-01-06 18:00:00,0.0
CP,PV,2019-01-06 19:00:00,0.0
CP,PV,2019-01-06 20:00:00,0.0
CP,PV,2019-01-06 21:00:00,0.0
CP,PV,2019-01-06 22:00:00,0.0
CP,PV,2019-01-06 23:00:00,0.0
CP,PV,2019-01-07 00:00:00,0.0
CP,PV,2019-01-07 01:00:00,0.0
CP,PV,2019-01-07 02:00:00,0.0
CP,PV,2019-01-07 03:00:00,0.0
CP,PV,2019-01-07 04:00:00,0.0
CP,PV,2019-01-07 05:00:00,0.0
CP,PV,2019-01-07 06:00:00,0.012
CP,PV,2019-01-07 07:00:00,0.11
CP,PV,2019-01-07 08:00:00,0.23600000000000002
CP,PV,2019-01-07 09:00:00,0.34
CP,PV,2019-01-07 10:00:00,0.395
CP,PV,2019-01-07 11:00:00,0.40299999999999997
CP,PV,2019-01-07 12:00:00,0.361
CP,PV,2019-01-07 13:00:00,0.33899999999999997
CP,PV,2019-01-07 14:00:00,0.287
CP,PV,2019-01-07 15:00:00,0.16899999999999998
CP,PV,2019-01-07 16:00:00,0.065
CP,PV,2019-01-07 17:00:00,0.006
CP,PV,2019-01-07 18:00:00,0.0
CP,PV,2019-01-07 19:00:00,0.0
CP,PV,2019-01-07 20:00:00,0.0
CP,PV,2019-01-07 21:00:00,0.0
CP,PV,2019-01-07 22:00:00,0.0
CP,PV,2019-01-07 23:00:00,0.0
CP,PV,2019-01-08 00:00:00,0.0
CP,PV,2019-01-08 01:00:00,0.0
CP,PV,2019-01-08 02:00:00,0.0
CP,PV,2019-01-08 03:00:00,0.0
CP,PV,2019-01-08 04:00:00,0.0
CP,PV,2019-01-08 05:00:00,0.0
CP,PV,2019-01-08 06:00:00,0.01
CP,PV,2019-01-08 07:00:00,0.11
CP,PV,2019-01-08 08:00:00,0.258
CP,PV,2019-01-08 09:00:00,0.392
CP,PV,2019-01-08 10:00:00,0.48200000000000004
CP,PV,2019-01-08 11:00:00,0.523
CP,PV,2019-01-08 12:00:00,0.541
CP,PV,2019-01-08 13:00:00,0.478
CP,PV,2019-01-08 14:00:00,0.374
CP,PV,2019-01-08 15:00:00,0.26
CP,PV,2019-01-08 16:00:00,0.127
CP,PV,2019-01-08 17:00:00,0.018000000000000002
CP,PV,2019-01-08 18:00:00,0.0
CP,PV,2019-01-08 19:00:00,0.0
CP,PV,2019-01-08 20:00:00,0.0
CP,PV,2019-01-08 21:00:00,0.0
CP,PV,2019-01-08 22:00:00,0.0
CP,PV,2019-01-08 23:00:00,0.0
CP,PV,2019-01-09 00:00:00,0.0
CP,PV,2019-01-09 01:00:00,0.0
CP,PV,2019-01-09 02:00:00,0.0
CP,PV,2019-01-09 03:00:00,0.0
CP,PV,2019-01-09 04:00:00,0.0
CP,PV,2019-01-09 05:00:00,0.0
CP,PV,2019-01-09 06:00:00,0.017
CP,PV,2019-01-09 07:00:00,0.152
CP,PV,2019-01-09 08:00:00,0.32299999999999995
CP,PV,2019-01-09 09:00:00,0.44799999999999995
CP,PV,2019-01-09 10:00:00,0.551
CP,PV,2019-01-09 11:00:00,0.611
CP,PV,2019-01-09 12:00:00,0.63
CP,PV,2019-01-09 13:00:00,0.583
CP,PV,2019-01-09 14:00:00,0.483
CP,PV,2019-01-09 15:00:00,0.34299999999999997
CP,PV,2019-01-09 16:00:00,0.166
CP,PV,2019-01-09 17:00:00,0.024
CP,PV,2019-01-09 18:00:00,0.0
CP,PV,2019-01-09 19:00:00,0.0
CP,PV,2019-01-09 20:00:00,0.0
CP,PV,2019-01-09 21:00:00,0.0
CP,PV,2019-01-09 22:00:00,0.0
CP,PV,2019-01-09 23:00:00,0.0
CP,PV,2019-01-10 00:00:00,0.0
CP,PV,2019-01-10 01:00:00,0.0
CP,PV,2019-01-10 02:00:00,0.0
CP,PV,2019-01-10 03:00:00,0.0
CP,PV,2019-01-10 04:00:00,0.0
CP,PV,2019-01-10 05:00:00,0.0
CP,PV,2019-01-10 06:00:00,0.013999999999999999
CP,PV,2019-01-10 07:00:00,0.129
CP,PV,2019-01-10 08:00:00,0.295
CP,PV,2019-01-10 09:00:00,0.441
CP,PV,2019-01-10 10:00:00,0.542
CP,PV,2019-01-10 11:00:00,0.595
CP,PV,2019-01-10 12:00:00,0.605
CP,PV,2019-01-10 13:00:00,0.561
CP,PV,2019-01-10 14:00:00,0.45799999999999996
CP,PV,2019-01-10 15:00:00,0.302
CP,PV,2019-01-10 16:00:00,0.132
CP,PV,2019-01-10 17:00:00,0.016
CP,PV,2019-01-10 18:00:00,0.0
CP,PV,2019-01-10 19:00:00,0.0
CP,PV,2019-01-10 20:00:00,0.0
CP,PV,2019-01-10 21:00:00,0.0
CP,PV,2019-01-10 22:00:00,0.0
CP,PV,2019-01-10 23:00:00,0.0
CP,PV,2019-01-11 00:00:00,0.0
CP,PV,2019-01-11 01:00:00,0.0
CP,PV,2019-01-11 02:00:00,0.0
CP,PV,2019-01-11 03:00:00,0.0
CP,PV,2019-01-11 04:00:00,0.0
CP,PV,2019-01-11 05:00:00,0.0
CP,PV,2019-01-11 06:00:00,0.009000000000000001
CP,PV,2019-01-11 07:00:00,0.083
CP,PV,2019-01-11 08:00:00,0.168
CP,PV,2019-01-11 09:00:00,0.217
CP,PV,2019-01-11 10:00:00,0.271
CP,PV,2019-01-11 11:00:00,0.316
CP,PV,2019-01-11 12:00:00,0.349
CP,PV,2019-01-11 13:00:00,0.365
CP,PV,2019-01-11 14:00:00,0.355
CP,PV,2019-01-11 15:00:00,0.258
CP,PV,2019-01-11 16:00:00,0.121
CP,PV,2019-01-11 17:00:00,0.018000000000000002
CP,PV,2019-01-11 18:00:00,0.0
CP,PV,2019-01-11 19:00:00,0.0
CP,PV,2019-01-11 20:00:00,0.0
CP,PV,2019-01-11 21:00:00,0.0
CP,PV,2019-01-11 22:00:00,0.0
CP,PV,2019-01-11 23:00:00,0.0
CP,PV,2019-01-12 00:00:00,0.0
CP,PV,2019-01-12 01:00:00,0.0
CP,PV,2019-01-12 02:00:00,0.0
CP,PV,2019-01-12 03:00:00,0.0
CP,PV,2019-01-12 04:00:00,0.0
CP,PV,2019-01-12 05:00:00,0.0
CP,PV,2019-01-12 06:00:00,0.008
CP,PV,2019-01-12 07:00:00,0.076
CP,PV,2019-01-12 08:00:00,0.162
CP,PV,2019-01-12 09:00:00,0.23399999999999999
CP,PV,2019-01-12 10:00:00,0.276
CP,PV,2019-01-12 11:00:00,0.308
CP,PV,2019-01-12 12:00:00,0.304
CP,PV,2019-01-12 13:00:00,0.276
CP,PV,2019-01-12 14:00:00,0.214
CP,PV,2019-01-12 15:00:00,0.135
CP,PV,2019-01-12 16:00:00,0.061
CP,PV,2019-01-12 17:00:00,0.006
CP,PV,2019-01-12 18:00:00,0.0
CP,PV,2019-01-12 19:00:00,0.0
CP,PV,2019-01-12 20:00:00,0.0
CP,PV,2019-01-12 21:00:00,0.0
CP,PV,2019-01-12 22:00:00,0.0
CP,PV,2019-01-12 23:00:00,0.0
CP,PV,2019-01-13 00:00:00,0.0
CP,PV,2019-01-13 01:00:00,0.0
CP,PV,2019-01-13 02:00:00,0.0
CP,PV,2019-01-13 03:00:00,0.0
CP,PV,2019-01-13 04:00:00,0.0
CP,PV,2019-01-13 05:00:00,0.0
CP,PV,2019-01-13 06:00:00,0.004
CP,PV,2019-01-13 07:00:00,0.054000000000000006
CP,PV,2019-01-13 08:00:00,0.128
CP,PV,2019-01-13 09:00:00,0.19899999999999998
CP,PV,2019-01-13 10:00:00,0.253
CP,PV,2019-01-13 11:00:00,0.27399999999999997
CP,PV,2019-01-13 12:00:00,0.294
CP,PV,2019-01-13 13:00:00,0.268
CP,PV,2019-01-13 14:00:00,0.213
CP,PV,2019-01-13 15:00:00,0.142
CP,PV,2019-01-13 16:00:00,0.064
CP,PV,2019-01-13 17:00:00,0.006999999999999999
CP,PV,2019-01-13 18:00:00,0.0
CP,PV,2019-01-13 19:00:00,0.0
CP,PV,2019-01-13 20:00:00,0.0
CP,PV,2019-01-13 21:00:00,0.0
CP,PV,2019-01-13 22:00:00,0.0
CP,PV,2019-01-13 23:00:00,0.0
CP,PV,2019-01-14 00:00:00,0.0
CP,PV,2019-01-14 01:00:00,0.0
CP,PV,2019-01-14 02:00:00,0.0
CP,PV,2019-01-14 03:00:00,0.0
CP,PV,2019-01-14 04:00:00,0.0
CP,PV,2019-01-14 05:00:00,0.0
CP,PV,2019-01-14 06:00:00,0.009000000000000001
CP,PV,2019-01-14 07:00:00,0.081
CP,PV,2019-01-14 08:00:00,0.17600000000000002
CP,PV,2019-01-14 09:00:00,0.257
CP,PV,2019-01-14 10:00:00,0.312
CP,PV,2019-01-14 11:00:00,0.332
CP,PV,2019-01-14 12:00:00,0.327
CP,PV,2019-01-14 13:00:00,0.294
CP,PV,2019-01-14 14:00:00,0.242
CP,PV,2019-01-14 15:00:00,0.156
CP,PV,2019-01-14 16:00:00,0.081
CP,PV,2019-01-14 17:00:00,0.011000000000000001
CP,PV,2019-01-14 18:00:00,0.0
CP,PV,2019-01-14 19:00:00,0.0
CP,PV,2019-01-14 20:00:00,0.0
CP,PV,2019-01-14 21:00:00,0.0
CP,PV,2019-01-14 22:00:00,0.0
CP,PV,2019-01-14 23:00:00,0.0
CP,PV,2019-01-15 00:00:00,0.0
CP,PV,2019-01-15 01:00:00,0.0
CP,PV,2019-01-15 02:00:00,0.0
CP,PV,2019-01-15 03:00:00,0.0
CP,PV,2019-01-15 04:00:00,0.0
CP,PV,2019-01-15 05:00:00,0.0
CP,PV,2019-01-15 06:00:00,0.008
CP,PV,2019-01-15 07:00:00,0.086
CP,PV,2019-01-15 08:00:00,0.19
CP,PV,2019-01-15 09:00:00,0.28800000000000003
CP,PV,2019-01-15 10:00:00,0.365
CP,PV,2019-01-15 11:00:00,0.42200000000000004
CP,PV,2019-01-15 12:00:00,0.41700000000000004
CP,PV,2019-01-15 13:00:00,0.385
CP,PV,2019-01-15 14:00:00,0.292
CP,PV,2019-01-15 15:00:00,0.18600000000000003
CP,PV,2019-01-15 16:00:00,0.08900000000000001
CP,PV,2019-01-15 17:00:00,0.013000000000000001
CP,PV,2019-01-15 18:00:00,0.0
CP,PV,2019-01-15 19:00:00,0.0
CP,PV,2019-01-15 20:00:00,0.0
CP,PV,2019-01-15 21:00:00,0.0
CP,PV,2019-01-15 22:00:00,0.0
CP,PV,2019-01-15 23:00:00,0.0
CP,demand_power,2019-01-01 00:00:00,-106902.8862
CP,demand_power,2019-01-01 01:00:00,-107018.9006
CP,demand_power,2019-01-01 02:00:00,-107214.4678
CP,demand_power,2019-01-01 03:00:00,-104924.0113
CP,demand_power,2019-01-01 04:00:00,-104982.571
CP,demand_power,2019-01-01 05:00:00,-96115.75311
CP,demand_power,2019-01-01 06:00:00,-91298.39163
CP,demand_power,2019-01-01 07:00:00,-92265.17862
CP,demand_power,2019-01-01 08:00:00,-92569.02596
CP,demand_power,2019-01-01 09:00:00,-94375.53652000001
CP,demand_power,2019-01-01 10:00:00,-94828.54527999999
CP,demand_power,2019-01-01 11:00:00,-98662.54627
CP,demand_power,2019-01-01 12:00:00,-100004.9991
CP,demand_power,2019-01-01 13:00:00,-100905.4921
CP,demand_power,2019-01-01 14:00:00,-101388.3331
CP,demand_power,2019-01-01 15:00:00,-102491.5752
CP,demand_power,2019-01-01 16:00:00,-102757.856
CP,demand_power,2019-01-01 17:00:00,-94618.61439
CP,demand_power,2019-01-01 18:00:00,-119969.9792
CP,demand_power,2019-01-01 19:00:00,-125507.1826
CP,demand_power,2019-01-01 20:00:00,-129403.058
CP,demand_power,2019-01-01 21:00:00,-128290.9767
CP,demand_power,2019-01-01 22:00:00,-120768.269
CP,demand_power,2019-01-01 23:00:00,-118194.9582
CP,demand_power,2019-01-02 00:00:00,-110865.6079
CP,demand_power,2019-01-02 01:00:00,-107676.8682
CP,demand_power,2019-01-02 02:00:00,-103904.1891
CP,demand_power,2019-01-02 03:00:00,-101625.3341
CP,demand_power,2019-01-02 04:00:00,-100978.9679
CP,demand_power,2019-01-02 05:00:00,-100009.9711
CP,demand_power,2019-01-02 06:00:00,-95311.93878
CP,demand_power,2019-01-02 07:00:00,-97978.06108
CP,demand_power,2019-01-02 08:00:00,-100944.716
CP,demand_power,2019-01-02 09:00:00,-106742.1233
CP,demand_power,2019-01-02 10:00:00,-110246.8643
CP,demand_power,2019-01-02 11:00:00,-109088.3772
CP,demand_power,2019-01-02 12:00:00,-110139.1366
CP,demand_power,2019-01-02 13:00:00,-127799.8489
CP,demand_power,2019-01-02 14:00:00,-106461.4788
CP,demand_power,2019-01-02 15:00:00,-109894.9538
CP,demand_power,2019-01-02 16:00:00,-106218.401
CP,demand_power,2019-01-02 17:00:00,-109171.2447
CP,demand_power,2019-01-02 18:00:00,-124035.4566
CP,demand_power,2019-01-02 19:00:00,-133632.613
CP,demand_power,2019-01-02 20:00:00,-133357.49300000002
CP,demand_power,2019-01-02 21:00:00,-129468.24699999999
CP,demand_power,2019-01-02 22:00:00,-125323.2169
CP,demand_power,2019-01-02 23:00:00,-119213.1231
CP,demand_power,2019-01-03 00:00:00,-116147.5796
CP,demand_power,2019-01-03 01:00:00,-111230.2247
CP,demand_power,2019-01-03 02:00:00,-106447.6676
CP,demand_power,2019-01-03 03:00:00,-106303.4782
CP,demand_power,2019-01-03 04:00:00,-105025.1096
CP,demand_power,2019-01-03 05:00:00,-103560.013
CP,demand_power,2019-01-03 06:00:00,-98075.29222999999
CP,demand_power,2019-01-03 07:00:00,-108192.8562
CP,demand_power,2019-01-03 08:00:00,-110567.8375
CP,demand_power,2019-01-03 09:00:00,-108505.5428
CP,demand_power,2019-01-03 10:00:00,-115111.7364
CP,demand_power,2019-01-03 11:00:00,-119785.461
CP,demand_power,2019-01-03 12:00:00,-120416.3585
CP,demand_power,2019-01-03 13:00:00,-120788.1572
CP,demand_power,2019-01-03 14:00:00,-122194.6941
CP,demand_power,2019-01-03 15:00:00,-123138.2783
CP,demand_power,2019-01-03 16:00:00,-123784.6444
CP,demand_power,2019-01-03 17:00:00,-123374.7267
CP,demand_power,2019-01-03 18:00:00,-130932.7912
CP,demand_power,2019-01-03 19:00:00,-136184.3782
CP,demand_power,2019-01-03 20:00:00,-136575.5126
CP,demand_power,2019-01-03 21:00:00,-132313.9155
CP,demand_power,2019-01-03 22:00:00,-125267.4194
CP,demand_power,2019-01-03 23:00:00,-123570.8464
CP,demand_power,2019-01-04 00:00:00,-117689.4668
CP,demand_power,2019-01-04 01:00:00,-112045.0881
CP,demand_power,2019-01-04 02:00:00,-110789.9223
CP,demand_power,2019-01-04 03:00:00,-110593.8027
CP,demand_power,2019-01-04 04:00:00,-110033.6187
CP,demand_power,2019-01-04 05:00:00,-109341.3992
CP,demand_power,2019-01-04 06:00:00,-101800.4606
CP,demand_power,2019-01-04 07:00:00,-105710.6997
CP,demand_power,2019-01-04 08:00:00,-107014.481
CP,demand_power,2019-01-04 09:00:00,-108410.5214
CP,demand_power,2019-01-04 10:00:00,-113020.1618
CP,demand_power,2019-01-04 11:00:00,-113250.5333
CP,demand_power,2019-01-04 12:00:00,-110490.4946
CP,demand_power,2019-01-04 13:00:00,-113575.3738
CP,demand_power,2019-01-04 14:00:00,-116493.9656
CP,demand_power,2019-01-04 15:00:00,-116602.2457
CP,demand_power,2019-01-04 16:00:00,-116293.4263
CP,demand_power,2019-01-04 17:00:00,-118899.3316
CP,demand_power,2019-01-04 18:00:00,-129143.4066
CP,demand_power,2019-01-04 19:00:00,-137782.6152
CP,demand_power,2019-01-04 20:00:00,-137182.1023
CP,demand_power,2019-01-04 21:00:00,-135809.2648
CP,demand_power,2019-01-04 22:00:00,-130825.0635
CP,demand_power,2019-01-04 23:00:00,-123623.3291
CP,demand_power,2019-01-05 00:00:00,-120220.2389
CP,demand_power,2019-01-05 01:00:00,-116304.4753
CP,demand_power,2019-01-05 02:00:00,-110993.2238
CP,demand_power,2019-01-05 03:00:00,-109939.1498
CP,demand_power,2019-01-05 04:00:00,-107401.7482
CP,demand_power,2019-01-05 05:00:00,-109000.5377
CP,demand_power,2019-01-05 06:00:00,-97570.90564
CP,demand_power,2019-01-05 07:00:00,-95113.60932999999
CP,demand_power,2019-01-05 08:00:00,-96306.90071
CP,demand_power,2019-01-05 09:00:00,-97269.2681
CP,demand_power,2019-01-05 10:00:00,-98892.36535
CP,demand_power,2019-01-05 11:00:00,-98936.00888
CP,demand_power,2019-01-05 12:00:00,-99970.19473999999
CP,demand_power,2019-01-05 13:00:00,-101073.9893
CP,demand_power,2019-01-05 14:00:00,-103435.1593
CP,demand_power,2019-01-05 15:00:00,-100596.6727
