,UE,UW,NP,BA,AH,WP,CP,EP,AA,TV
6223,-21672.80885,-12654.00145,-76556.00208,-78640.29174,-304975.6739,-250411.9702,-113848.8364,-138350.2202,-1012541.248,-51148.94725
6224,-21294.83877,-12433.31783,-75220.87848,-77268.81848,-299656.9503,-246044.8283,-111863.3321,-135937.416,-994882.7015,-50256.91835
6225,-21998.51095,-12844.16761,-77706.49673,-79822.1094,-309558.8924,-254175.1975,-115559.7731,-140429.3673,-1027757.864,-51917.62102
6226,-21831.50581,-12746.6591,-77116.57568,-79216.12734,-307208.8275,-252245.5866,-114682.483,-139363.2757,-1019955.479,-51523.48026
6227,-21837.60549,-12750.2205,-77138.12191,-79238.26018,-307294.6611,-252316.0636,-114714.5251,-139402.2136,-1020240.453,-51537.87583
6228,-21664.29033,-12649.02778,-76525.91165,-78609.38207,-304855.8028,-250313.5455,-113804.0879,-138295.8415,-1012143.267,-51128.8431
6229,-22064.87131,-12882.91313,-77940.90491,-80062.8995,-310492.7028,-254941.9383,-115908.3689,-140852.9843,-1030858.182,-52074.23489
6230,-22130.28516,-12921.10601,-78171.96971,-80300.25519,-311413.1942,-255697.7431,-116251.9926,-141270.5592,-1033914.28,-52228.61496
6231,-22627.72493,-13211.54383,-79929.10233,-82105.22695,-318413.0726,-261445.2616,-118865.0797,-144446.0083,-1057154.381,-53402.59846
6232,-23197.83506,-13544.41137,-81942.93233,-84173.88486,-326435.5548,-268032.4282,-121859.9096,-148085.3548,-1083789.601,-54748.0878
6233,-22896.2162,-13368.30657,-80877.50816,-83079.45378,-322191.2311,-264547.4635,-120275.4839,-146159.9451,-1069698.14,-54036.25172
6234,-25303.38294,-14773.76775,-89380.46978,-91813.91437,-356064.4269,-292360.3497,-132920.5053,-161526.2989,-1182159.595,-59717.28944
6235,-25818.91142,-15074.76695,-91201.49813,-93684.52146,-363318.8463,-298316.8689,-135628.6138,-164817.2189,-1206244.791,-60933.96325
6236,-27049.99595,-15793.55451,-95550.12274,-98151.54036,-380642.4354,-312541.0659,-142095.5901,-172675.9518,-1263760.357,-63839.38627
6237,-26798.33139,-15646.61631,-94661.1548,-97238.36966,-377101.0593,-309633.2833,-140773.5779,-171069.4297,-1252002.733,-63245.44494
6238,-26300.3658,-15355.87147,-92902.16475,-95431.4899,-370093.7815,-303879.6892,-138157.7285,-167890.6239,-1228738.065,-62070.22044
6239,-25059.81624,-14631.5576,-88520.10632,-90930.12693,-352637.0023,-289546.1313,-131641.0317,-159971.4702,-1170780.298,-59142.45946
6240,-24046.5325,-14039.93637,-84940.8309,-87253.40327,-338378.2648,-277838.4482,-126318.1788,-153503.0872,-1123440.26,-56751.05754
6241,-23687.91313,-13830.55096,-83674.06087,-85952.14456,-333331.8409,-273694.8883,-124434.3253,-151213.8099,-1106685.769,-55904.69734
6242,-23781.72207,-13885.32274,-84005.42711,-86292.53247,-334651.9025,-274778.7756,-124927.1104,-151812.6473,-1111068.469,-56126.09127
6243,-22678.73091,-13241.32445,-80109.27343,-82290.30334,-319130.8191,-262034.5949,-119133.0178,-144771.6093,-1059537.352,-53522.97521
6244,-22601.74868,-13196.37721,-79837.34508,-82010.97156,-318047.5398,-261145.1269,-118728.6247,-144280.1867,-1055940.786,-53341.29319
6245,-23132.52637,-13506.27989,-81712.23902,-83936.91077,-325516.5433,-267277.8386,-121516.8384,-147668.4513,-1080738.417,-54593.95593
6246,-20765.84892,-12124.459,-73352.29982,-75349.36649,-292213.105,-239932.7737,-109084.5101,-132560.5643,-970168.5978,-49008.47501
6247,-20935.06257,-12223.25698,-73950.0221,-75963.36216,-294594.2475,-241887.9021,-109973.4016,-133640.754,-978074.163,-49407.82796
6248,-19842.5881,-11585.39903,-70091.0171,-71999.29311,-279221.1531,-229265.2334,-104234.5541,-126666.8503,-927034.38,-46829.53184
6249,-19945.7569,-11645.63571,-70455.44566,-72373.64349,-280672.9249,-230457.2664,-104776.5072,-127325.437,-931854.3672,-47073.01552
6250,-19304.65906,-11271.32092,-68190.86206,-70047.40505,-271651.5172,-223049.8936,-101408.7738,-123232.9344,-901902.6424,-45559.99154
6251,-19843.74494,-11586.07447,-70095.10346,-72003.49072,-279237.4319,-229278.5998,-104240.631,-126674.235,-927088.4267,-46832.26203
6252,-20686.23752,-12077.97667,-73071.0843,-75060.49468,-291092.8284,-239012.9277,-108666.3056,-132052.3581,-966449.1989,-48820.588
6253,-21193.66814,-12374.24781,-74863.50817,-76901.71852,-298233.2963,-244875.8826,-111331.8755,-135291.5847,-990156.0677,-50018.15046
6254,-22017.54617,-12855.28162,-77773.73585,-79891.17914,-309826.7524,-254395.1342,-115659.7665,-140550.8803,-1028647.179,-51962.54512
6255,-22370.80202,-13061.53546,-79021.56005,-81172.97621,-314797.702,-258476.723,-117515.4451,-142805.919,-1045151.09,-52796.24715
6256,-22584.8168,-13186.49127,-79777.53571,-81949.53383,-317809.2776,-260949.4926,-118639.6803,-144172.1006,-1055149.738,-53301.33308
6257,-23151.66676,-13517.4553,-81779.84962,-84006.36211,-325785.8832,-267498.9905,-121617.3842,-147790.6356,-1081632.645,-54639.12823
6258,-23133.99871,-13507.13954,-81717.43984,-83942.25318,-325537.2617,-267294.8503,-121524.5726,-147677.8501,-1080807.203,-54597.43072
6259,-25220.0907,-14725.1363,-89086.25223,-91511.68654,-354892.3542,-291397.9745,-132482.9651,-160994.5958,-1178268.229,-59520.71546
6260,-26835.03466,-15668.04607,-94790.8037,-97371.54834,-377617.5408,-310057.3602,-140966.3829,-171303.7281,-1253717.489,-63332.06655
6261,-27462.98663,-16034.68545,-97008.95145,-99650.08668,-386453.9623,-317312.8429,-144265.0601,-175312.313,-1283055.046,-64814.0656
6262,-26427.30233,-15429.9853,-93350.54933,-95892.08206,-371880.0084,-305346.3392,-138824.5353,-168700.9341,-1234668.467,-62369.7972
6263,-24879.24455,-14526.12806,-87882.26347,-90274.91836,-350096.0317,-287459.7699,-130692.4756,-158818.7755,-1162344.092,-58716.30097
6264,-23333.07978,-13623.37607,-82420.66437,-84664.62348,-328338.693,-269595.0728,-122570.3599,-148948.701,-1090108.157,-55067.27232
6265,-23273.66045,-13588.68318,-82210.77432,-84449.01903,-327502.5553,-268908.5299,-122258.2259,-148569.3926,-1087332.12,-54927.03962
6266,-22711.543,-13260.4823,-80225.17731,-82409.36278,-319592.5447,-262413.7124,-119305.3822,-144981.0681,-1061070.314,-53600.41344
6267,-22432.3247,-13097.45642,-79238.87983,-81396.21268,-315663.4375,-259187.5683,-117838.6282,-143198.6543,-1048025.394,-52941.44384
6268,-22187.60116,-12954.57083,-78374.43002,-80508.22763,-312219.7341,-256359.9836,-116553.0777,-141636.4408,-1036592.051,-52363.88367
6269,-22092.42506,-12899.0008,-78038.23446,-80162.87891,-310880.4339,-255260.2998,-116053.1107,-141028.876,-1032145.477,-52139.26315
6270,-22494.47838,-13133.74579,-79458.42854,-81621.73874,-316538.0523,-259905.7043,-118165.126,-143595.4176,-1050929.179,-53088.12973
6271,-21613.17918,-12619.18576,-76345.36906,-78423.92409,-304136.5764,-249722.9971,-113535.5974,-137969.5691,-1009755.384,-51008.21815
6272,-20978.39136,-12248.55516,-74103.07466,-76120.58169,-295203.9621,-242388.5316,-110201.0109,-133917.347,-980098.4594,-49510.08614
6273,-20899.6213,-12202.56406,-73824.83104,-75834.7627,-294095.5247,-241478.4065,-109787.2261,-133414.5117,-976418.3672,-49324.18473
6274,-20956.9373,-12236.02888,-74027.29135,-76042.73513,-294902.0646,-242140.6471,-110088.3112,-133780.3932,-979096.1379,-49459.45345
6275,-21585.20477,-12602.85247,-76246.55357,-78322.41828,-303742.9258,-249399.7751,-113388.6458,-137790.9921,-1008448.435,-50942.19709
6276,-21441.23119,-12518.79129,-75737.98812,-77800.00679,-301716.9567,-247736.2756,-112632.3421,-136871.9245,-1001722.072,-50602.41202
6277,-20735.56083,-12106.77484,-73245.31162,-75239.46546,-291786.8967,-239582.819,-108925.4045,-132367.2177,-968753.5557,-48936.99356
6278,-20726.93714,-12101.73976,-73214.8497,-75208.17419,-291665.5458,-239483.1792,-108880.1037,-132312.1676,-968350.6618,-48916.6412
6279,-21751.89441,-12700.17677,-76835.36016,-78927.25553,-306088.551,-251325.7406,-114264.2785,-138855.0696,-1016236.08,-51335.59326
6280,-20295.75257,-11849.98605,-71691.75377,-73643.61093,-285597.9979,-234501.1864,-106615.0599,-129559.6642,-948205.965,-47899.02336
6281,-21907.33119,-12790.93091,-77384.41767,-79491.26151,-308275.828,-253121.6883,-115080.7992,-139847.3135,-1023497.998,-51702.43208
6282,-22743.61892,-13279.21032,-80338.48079,-82525.75103,-320043.9111,-262784.3241,-119473.8793,-145185.8275,-1062568.883,-53676.11428
6283,-26654.98881,-15562.92355,-94154.81828,-96718.24778,-375083.9696,-307977.0745,-140020.589,-170154.3901,-1245305.849,-62907.14906
6284,-27276.2101,-15925.63311,-96349.19087,-98972.36367,-383825.6782,-315154.7895,-143283.9094,-174120.0091,-1274328.953,-64373.26334
6285,-26992.15411,-15759.78267,-95345.805,-97941.65992,-379828.4961,-311872.7498,-141791.7427,-172306.7135,-1261058.02,-63702.87656
6286,-26714.40815,-15597.61644,-94364.70833,-96933.85223,-375920.1073,-308663.6174,-140332.723,-170533.6985,-1248081.887,-63047.38176
6287,-22898.31954,-13369.53464,-80884.93789,-83087.0858,-322220.8288,-264571.7659,-120286.5328,-146173.372,-1069796.407,-54041.21571
6288,-23267.66593,-13585.18319,-82189.59957,-84427.26779,-327418.2016,-268839.268,-122226.7362,-148531.1261,-1087052.059,-54912.89225
6289,-21398.42823,-12493.80013,-75586.79299,-77644.69526,-301114.6416,-247241.7216,-112407.4951,-136598.6882,-999722.342,-50501.39483
6290,-22881.70315,-13359.83291,-80826.24298,-83026.79287,-321987.0063,-264379.7769,-120199.2458,-146067.2999,-1069020.099,-54002.00019
6291,-22286.24778,-13012.16717,-78722.88465,-80866.16917,-313607.8707,-257499.7663,-117071.2755,-142266.1598,-1041200.764,-52596.69478
6292,-22407.40013,-13082.90382,-79150.83746,-81305.77329,-315312.7036,-258899.5848,-117707.6976,-143039.5462,-1046860.933,-52882.62057
6293,-22929.02829,-13387.46442,-80993.41204,-83198.51323,-322652.9566,-264926.581,-120447.8482,-146369.4039,-1071231.102,-54113.68995
6294,-23755.95616,-13870.27892,-83914.41284,-86199.04028,-334289.3295,-274481.0711,-124791.7602,-151648.1684,-1109864.7,-56065.2824
6295,-20652.68926,-12058.389,-72952.58001,-74938.76403,-290620.7436,-238625.3043,-108490.0742,-131838.2,-964881.8433,-48741.41237
6296,-21168.95391,-12359.81803,-74776.20877,-76812.04233,-297885.5223,-244590.3294,-111202.0498,-135133.8193,-989001.4327,-49959.82358
6297,-22617.6289,-13205.64911,-79893.43959,-82068.59328,-318271.0032,-261328.6101,-118812.0446,-144381.5594,-1056682.701,-53378.77131
6298,-22074.96734,-12888.80785,-77976.56765,-80099.53318,-310634.7722,-255058.5899,-115961.4041,-140917.4332,-1031329.863,-52098.06204
6299,-21873.04676,-12770.91342,-77263.31297,-79366.85965,-307793.3839,-252725.5591,-114900.7006,-139628.456,-1021896.249,-51621.51905
6300,-21927.52325,-12802.72036,-77455.74314,-79564.52886,-308559.9668,-253354.9914,-115186.8696,-139976.2113,-1024441.359,-51750.08638
6301,-21857.79755,-12762.00994,-77209.44738,-79311.52753,-307578.7999,-252549.3667,-114820.5954,-139531.1113,-1021183.814,-51585.53013
6302,-22167.72461,-12942.9656,-78304.21901,-80436.10508,-311940.0349,-256130.3259,-116448.6647,-141509.5571,-1035663.429,-52316.97397
6303,-22302.12799,-13021.43907,-78778.97916,-80923.79089,-313831.334,-257683.2495,-117154.6954,-142367.5325,-1041942.679,-52634.1729
6304,-21052.63924,-12291.90592,-74365.34435,-76389.99185,-296248.7642,-243246.4064,-110591.0404,-134391.3147,-983567.2779,-49685.31497
6305,-22603.32619,-13197.29826,-79842.91739,-82016.69557,-318069.7382,-261163.3537,-118736.9114,-144290.2569,-1056014.486,-53345.01619
6306,-23976.4913,-13999.04174,-84693.42068,-86999.25714,-337392.6583,-277029.1782,-125950.2473,-153055.9732,-1120167.976,-56585.7567
6307,-26556.9732,-15505.69563,-93808.59257,-96362.59584,-373704.7124,-306844.5824,-139505.7058,-169528.6991,-1240726.616,-62675.82715
6308,-27142.64805,-15847.65086,-95877.40262,-98487.73066,-381946.2182,-313611.5868,-142582.2983,-173267.4043,-1268089.01,-64058.05001
6309,-26960.49886,-15741.30027,-95233.98747,-97826.79809,-379383.0493,-311506.9986,-141625.4554,-172104.6395,-1259579.104,-63628.16852
6310,-26183.20979,-15287.46814,-92488.32844,-95006.38661,-368445.1843,-302526.0453,-137542.2996,-167142.7486,-1223264.603,-61793.72622
6311,-24829.18508,-14496.90006,-87705.43575,-90093.27638,-349391.6041,-286881.3727,-130429.5095,-158499.2165,-1160005.342,-58598.15802
6312,-24939.40006,-14561.25077,-88094.75393,-90493.19402,-350942.5286,-288154.8187,-131008.4768,-159202.7833,-1165154.523,-58858.27106
6313,-22093.16123,-12899.43063,-78040.83486,-80165.55011,-310890.7931,-255268.8057,-116056.9779,-141033.5754,-1032179.871,-52141.00055
6314,-23318.56674,-13614.90241,-82369.39919,-84611.96257,-328134.4682,-269427.3862,-122494.1219,-148856.0558,-1089430.116,-55033.0208
6315,-22745.6171,-13280.37698,-80345.53904,-82533.00144,-320072.029,-262807.4114,-119484.3759,-145198.583,-1062662.236,-53680.83007
6316,-22741.20008,-13277.79804,-80329.9366,-82516.97421,-320009.8736,-262756.3763,-119461.173,-145170.3866,-1062455.876,-53670.40569
6317,-22553.58221,-13168.25447,-79667.20412,-81836.19839,-317369.7503,-260588.6019,-118475.6027,-143972.7119,-1053690.476,-53227.61784
6318,-21931.20409,-12804.86947,-77468.74517,-79577.88489,-308611.763,-253397.5206,-115206.2053,-139999.7082,-1024613.326,-51758.77336
6319,-21288.21325,-12429.44942,-75197.47481,-77244.77763,-299563.7172,-245968.2757,-111828.5278,-135895.1214,-994573.161,-50241.28178
6320,-20291.65106,-11847.59132,-71677.26579,-73628.7285,-285540.2822,-234453.7967,-106593.5143,-129533.4819,-948014.3447,-47889.34358
6321,-20776.99662,-12130.96776,-73391.67742,-75389.81617,-292369.9733,-240061.5764,-109143.0697,-132631.7265,-970689.4119,-49034.78415
6322,-21126.15095,-12334.82686,-74625.01363,-76656.73081,-297283.2071,-244095.7755,-110977.2028,-134860.583,-987001.703,-49858.8064
6323,-21305.77613,-12439.70378,-75259.51311,-77308.50496,-299810.8588,-246171.2008,-111920.7869,-136007.2356,-995393.6889,-50282.7311
6324,-20225.2907,-11808.84581,-71442.85761,-73387.9384,-284606.4718,-233687.0558,-106244.9185,-129109.8649,-944914.0267,-47732.72972
6325,-22252.06851,-12992.21108,-78602.15144,-80742.14891,-313126.9065,-257104.8523,-116891.7294,-142047.9736,-1039603.928,-52516.02995
6326,-20264.09731,-11831.50364,-71579.93624,-73528.74909,-285152.5511,-234135.4352,-106448.7725,-129357.5902,-946727.0494,-47824.31532
6327,-20146.31031,-11762.73189,-71163.87101,-73101.3562,-283495.0746,-232774.5006,-105830.0288,-128605.6868,-941224.1079,-47546.33191
6328,-21378.97234,-12482.44051,-75518.06793,-77574.09912,-300840.862,-247016.9244,-112305.2919,-136474.4898,-998813.374,-50455.47793
6329,-22630.9851,-13213.44734,-79940.61842,-82117.05658,-318458.9492,-261482.9304,-118882.2057,-144466.8199,-1057306.695,-53410.29265
6330,-22803.45893,-13314.14882,-80549.85679,-82742.88188,-320885.9683,-263475.7275,-119788.2232,-145567.8212,-1065364.574,-53817.33978
6331,-25881.59093,-15111.36334,-91422.90427,-93911.95553,-364200.8606,-299041.0805,-135957.8738,-165217.3389,-1209173.142,-61081.89014
6332,-25760.01791,-15040.38108,-90993.46551,-93470.82502,-362490.1081,-297636.4016,-135319.2419,-164441.2672,-1203493.32,-60794.97155
6333,-26727.55402,-15605.29185,-94411.14418,-96981.55233,-376105.0935,-308815.5074,-140401.7793,-170617.6163,-1248696.054,-63078.40669
6334,-25971.08802,-15163.61759,-91739.03954,-94236.69781,-365460.2467,-300075.1478,-136428.0085,-165788.6512,-1213354.395,-61293.10789
6335,-24563.95398,-14342.04083,-86768.54601,-89130.87918,-345659.3223,-283816.8396,-129036.2314,-156806.0913,-1147613.897,-57972.19895
6336,-24940.45173,-14561.8648,-88098.46879,-90497.01002,-350957.3275,-288166.9699,-131014.0013,-159209.4967,-1165203.656,-58860.75306
6337,-22796.72824,-13310.21901,-80526.08163,-82718.45943,-320791.2554,-263397.9598,-119752.8664,-145524.8553,-1065050.12,-53801.45502
6338,-21912.06371,-12793.69406,-77401.13457,-79508.43354,-308342.423,-253176.3687,-115105.6595,-139877.5239,-1023719.098,-51713.60105
6339,-21727.28534,-12685.80839,-76748.43225,-78837.96095,-305742.2568,-251041.4025,-114135.0053,-138697.9755,-1015086.358,-51277.51458
6340,-21744.53272,-12695.87854,-76809.35608,-78900.54348,-305984.9587,-251240.6822,-114225.6071,-138808.0757,-1015892.146,-51318.21929
6341,-21664.60583,-12649.21199,-76527.02611,-78610.52688,-304860.2425,-250317.1909,-113805.7453,-138297.8555,-1012158.007,-51129.5877
6342,-18722.03405,-10931.14638,-66132.82513,-67933.33664,-263452.9281,-216318.1277,-98348.20239,-119513.6981,-874682.735,-44184.96646
6343,-19967.21096,-11658.162,-70531.22897,-72451.49005,-280974.8224,-230705.1509,-104889.207,-127462.3909,-932856.6887,-47123.64821
6344,-20741.66051,-12110.33623,-73266.85785,-75261.5983,-291872.7303,-239653.296,-108957.4466,-132406.1555,-969038.5295,-48951.38913
6345,-20729.25081,-12103.09064,-73223.02241,-75216.56941,-291698.1033,-239509.9118,-108892.2576,-132326.9371,-968458.7553,-48922.10159
6346,-19182.87571,-11200.21584,-67760.68033,-69605.51133,-269937.8049,-221642.7845,-100769.037,-122455.52,-896212.9939,-45272.57655
6347,-19190.34256,-11204.57548,-67787.0559,-69632.60498,-270042.877,-221729.058,-100808.2609,-122503.1853,-896561.8411,-45290.19871
6348,-19277.94665,-11255.72447,-68096.50441,-69950.47844,-271275.6252,-222741.2531,-101268.4516,-123062.4135,-900654.6539,-45496.94887
6349,-19292.77519,-11264.38234,-68148.88405,-70004.28416,-271484.2896,-222912.5851,-101346.347,-123157.0727,-901347.4349,-45531.945
6350,-19562.4233,-11421.82052,-69101.37624,-70982.70859,-275278.7269,-226028.1532,-102762.828,-124878.3944,-913945.2404,-46168.32844
6351,-20235.8074,-11814.98614,-71480.00629,-73426.09848,-284754.4608,-233808.5679,-106300.1635,-129176.9991,-945405.3608,-47757.54966
6352,-20519.02204,-11980.34535,-72480.42027,-74453.74942,-288739.8038,-237080.8866,-107787.9106,-130984.9239,-958636.9872,-48425.95084
6353,-20757.64589,-12119.66954,-73323.32385,-75319.60162,-292097.6736,-239837.9943,-109041.419,-132508.1996,-969785.3573,-48989.11545
6354,-21685.11339,-12661.18565,-76599.46604,-78684.93903,-305148.821,-250554.1393,-113913.473,-138428.7673,-1013116.109,-51177.98659
6355,-24547.54793,-14332.4619,-86710.59407,-89071.34946,-345428.4595,-283627.2808,-128950.0492,-156701.3619,-1146847.415,-57933.47983
6356,-25643.59808,-14972.40757,-90582.22961,-93048.39294,-360851.8702,-296291.2635,-134707.6801,-163698.0913,-1198054.252,-60520.21473
6357,-26090.66286,-15233.43319,-92161.42005,-94670.57791,-367142.8814,-301456.7395,-137056.1438,-166551.9674,-1218940.863,-61575.31069
6358,-25117.97357,-14665.51365,-88725.53853,-91141.15217,-353455.3813,-290218.0928,-131946.5364,-160342.7225,-1173497.375,-59279.71377
6359,-24356.35439,-14220.83062,-86035.23104,-88377.59921,-342738.02,-281418.1923,-127945.6956,-155480.8616,-1137914.962,-57482.25319
6360,-22735.4159,-13274.42086,-80309.50482,-82495.98617,-319928.4797,-262689.5447,-119430.7882,-145133.4628,-1062185.642,-53656.75472
6361,-21229.42491,-12395.12495,-74989.81368,-77031.46279,-298736.4588,-245289.0235,-111519.7084,-135519.8411,-991826.6036,-50102.53828
6362,-20256.20979,-11826.89839,-71552.07473,-73500.12903,-285041.5594,-234044.3012,-106407.3388,-129307.2395,-946358.5489,-47805.70036
6363,-20085.10313,-11726.99515,-70947.66569,-72879.26454,-282633.7788,-232067.3006,-105508.5031,-128214.9656,-938364.5436,-47401.87982
6364,-21542.19148,-12577.7385,-76094.61546,-78166.34355,-303137.6509,-248902.791,-113162.6938,-137516.4131,-1006438.879,-50840.68351
6365,-21264.65585,-12415.69507,-75114.26176,-77159.29905,-299232.2219,-245696.0888,-111704.779,-135744.7408,-993472.5727,-50185.6851
6366,-20458.9717,-11945.28404,-72268.3013,-74235.85537,-287894.7867,-236387.0529,-107472.4618,-130601.5874,-955831.4697,-48284.22895
6367,-19048.99816,-11122.04939,-67287.77762,-69119.73351,-268053.9052,-220095.9364,-100065.7685,-121600.9013,-889958.3112,-44956.61862
6368,-19483.96874,-11376.01362,-68824.24707,-70698.0344,-274174.7291,-225121.6736,-102350.7005,-124377.573,-910279.8883,-45983.17164
6369,-19890.22874,-11613.21475,-70259.30063,-72172.15827,-279891.5431,-229815.6829,-104484.8138,-126970.9683,-929260.1233,-46941.9662
6370,-20176.07256,-11780.10904,-71269.00178,-73209.34923,-283913.8834,-233118.3796,-105986.3721,-128795.6767,-942614.5833,-47616.57236
6371,-20636.59871,-12048.99429,-72895.74253,-74880.37911,-290394.3205,-238439.3909,-108405.5494,-131735.4846,-964130.1021,-48703.43785
6372,-21403.68658,-12496.87029,-75605.36733,-77663.7753,-301188.6361,-247302.4777,-112435.1176,-136632.2553,-999968.0091,-50513.8048
6373,-21375.08116,-12480.16858,-75504.32292,-77559.97989,-300786.1061,-246971.965,-112284.8512,-136449.6502,-998631.5804,-50446.29455
6374,-22039.63124,-12868.17632,-77851.74808,-79971.31531,-310137.5293,-254650.3095,-115775.781,-140691.8621,-1029678.98,-52014.66701
6375,-22142.69487,-12928.3516,-78215.80515,-80345.28409,-311587.8212,-255841.1273,-116317.1817,-141349.7776,-1034494.054,-52257.9025
6376,-21725.07684,-12684.51892,-76740.63102,-78829.94733,-305711.1791,-251015.885,-114123.4039,-138683.8773,-1014983.178,-51272.30239
6377,-22133.75567,-12923.13232,-78184.22877,-80312.84802,-311462.0306,-255737.8421,-116270.2234,-141292.7135,-1034076.42,-52236.80554
6378,-23116.8565,-13497.13079,-81656.88749,-83880.05225,-325296.0397,-267096.7857,-121434.5233,-147568.4213,-1080006.329,-54556.97421
6379,-25443.46534,-14855.55701,-89875.29021,-92322.20662,-358035.64,-293978.8898,-133656.3683,-162420.5269,-1188704.165,-60047.89113
6380,-26392.49206,-15409.6608,-93227.5872,-95765.77219,-371390.1649,-304944.1344,-138641.6745,-168478.7198,-1233042.151,-62287.64317
6381,-27144.22555,-15848.57191,-95882.97493,-98493.45467,-381968.4166,-313629.8136,-142590.585,-173277.4745,-1268162.71,-64061.773
6382,-26155.02505,-15271.01204,-92388.76998,-94904.1176,-368048.5739,-302200.393,-137394.243,-166962.8288,-1221947.828,-61727.20876
6383,-24826.5559,-14495.36498,-87696.14858,-90083.73636,-349354.6069,-286850.9947,-130415.6983,-158482.433,-1159882.508,-58591.95303
6384,-23412.58601,-13669.797,-82701.5084,-84953.11368,-329457.4896,-270513.7037,-122988.0119,-149456.2358,-1093822.643,-55254.91113
6385,-22190.44067,-12956.22872,-78384.46016,-80518.53085,-312259.6911,-256392.7918,-116567.9938,-141654.567,-1036724.711,-52370.58506
6386,-22217.36341,-12971.94798,-78479.56079,-80616.22065,-312638.5429,-256703.8626,-116709.421,-141826.4306,-1037982.526,-52434.12412
6387,-21508.95872,-12558.33504,-75977.22563,-78045.7577,-302670.0057,-248518.813,-112988.1197,-137304.2689,-1004886.263,-50762.25248
6388,-21606.86916,-12615.50156,-76323.07985,-78401.02804,-304047.7831,-249650.0899,-113502.4504,-137929.2886,-1009460.583,-50993.32619
6389,-22203.37621,-12963.78133,-78430.15304,-80565.46775,-312441.7176,-256542.2516,-116635.9452,-141737.1421,-1037329.052,-52401.11359
6390,-22476.28449,-13123.12301,-79394.16132,-81555.72181,-316282.0314,-259695.4885,-118069.5522,-143479.2754,-1050079.171,-53045.19122
6391,-19983.19634,-11667.4953,-70587.69497,-72509.49337,-281199.7656,-230889.8492,-104973.1793,-127564.4349,-933603.5165,-47161.37453
6392,-20872.69856,-12186.8448,-73729.73042,-75737.07289,-293716.6729,-241167.3358,-109645.799,-133242.648,-975160.552,-49260.64567
6393,-21114.89808,-12328.25671,-74585.26454,-76615.89952,-297124.8589,-243965.7576,-110918.0907,-134788.7493,-986475.9756,-49832.24905
6394,-21532.72645,-12572.2122,-76061.18165,-78131.99948,-303004.4608,-248793.4301,-113112.9734,-137455.9923,-1005996.678,-50818.34556
6395,-21769.03663,-12710.18551,-76895.91251,-78989.45646,-306329.773,-251523.8052,-114354.3279,-138964.4984,-1017036.955,-51376.04977
6396,-21786.91501,-12720.62408,-76959.06527,-79054.3286,-306581.3543,-251730.3757,-114448.2443,-139078.6266,-1017872.223,-51418.24368
6397,-22118.19096,-12914.04462,-78129.24872,-80256.3711,-311243.0069,-255558.0043,-116188.4609,-141193.3548,-1033349.246,-52200.07202
6398,-22172.66745,-12945.85156,-78321.67889,-80454.04031,-312009.5898,-256187.4365,-116474.6298,-141541.1102,-1035894.356,-52328.63935
6399,-22579.55845,-13183.4211,-79758.96137,-81930.45379,-317735.2831,-260888.7366,-118612.0578,-144138.5335,-1054904.071,-53288.9231
6400,-23882.26169,-13944.02434,-84360.5685,-86657.34283,-336066.6771,-275940.4305,-125455.2523,-152454.4505,-1115765.622,-56363.36997
6401,-22976.24826,-13415.03452,-81160.20962,-83369.85198,-323317.4271,-265472.17,-120695.8981,-146670.8366,-1073437.192,-54225.13151
6402,-23201.83141,-13546.74469,-81957.04883,-84188.38569,-326491.7906,-268078.6028,-121880.9027,-148110.8659,-1083976.308,-54757.51938
6403,-25844.15149,-15089.50375,-91290.65496,-93776.10565,-363674.0199,-298608.4977,-135761.2017,-164978.341,-1207423.993,-60993.53112
6404,-26535.09847,-15492.92373,-93731.32331,-96283.22287,-373396.8953,-306591.8374,-139390.7963,-169389.0599,-1239704.641,-62624.20166
6405,-25564.93319,-14926.47787,-90304.35748,-92762.95554,-359744.9126,-295382.3536,-134294.4477,-163195.9272,-1194379.073,-60334.56153
6406,-25730.88666,-15023.37235,-90890.56367,-93365.1216,-362080.1786,-297299.8133,-135166.2134,-164255.3054,-1202132.325,-60726.22029
6407,-25042.14819,-14621.24184,-88457.69654,-90866.01799,-352388.3808,-289341.9911,-131548.2202,-159858.6847,-1169954.857,-59100.76195
6408,-21890.50448,-12781.10638,-77324.97978,-79430.20538,-308039.0456,-252927.269,-114992.4073,-139739.8988,-1022711.863,-51662.72016
6409,-23610.19474,-13785.17389,-83399.53212,-85670.14157,-332238.2024,-272796.9145,-124026.0649,-150717.688,-1103054.81,-55721.27793
6410,-23219.18396,-13556.87625,-82018.34415,-84251.34982,-326735.9724,-268279.0976,-121972.0569,-148221.6373,-1084787.009,-54798.4723
6411,-21912.16887,-12793.75547,-77401.50606,-79508.81515,-308343.9029,-253177.5838,-115106.2119,-139878.1953,-1023724.011,-51713.84925
6412,-22356.60448,-13053.24601,-78971.40933,-81121.4601,-314597.9169,-258312.6818,-117440.8644,-142715.2878,-1044487.789,-52762.74022
6413,-22812.92396,-13319.67512,-80583.2906,-82777.22595,-321019.1584,-263585.0883,-119837.9437,-145628.242,-1065806.774,-53839.67773
6414,-22699.02813,-13253.1753,-80180.97038,-82363.95229,-319416.4378,-262269.1131,-119239.6406,-144901.1783,-1060485.626,-53570.87771
